ID,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,Condition,atc_passed,order
116,food,paycheck,girls,coastline,summer,achievements,asset,relationships,daughter,legacies,song,weekend,sanctuary,friendship,victories,accomplishments,miracle,husband,sky,winners,bonus,angel,tree,son,success,disease,foreclosure,debt,homicide,suicide,deficiency,bankruptcy,confrontation,fugitive,assassination,killer,fee,monster,headstone,funerals,nightmare,rapists,attacker,difficulty,genocide,crime,prison,failure,argument,death,proposal,site,assessments,counterpart,region,proportion,instructions,delegation,particles,predecessor,payment,unit,bathroom,spine,exception,dimensions,affiliation,referral,pantry,concessions,pillar,department,doors,location,town,minute,day,month,year,century,foot,mile,kilometer,pound,kilogram,teaspoon,liter,quart,watt,kilobyte,megabyte,hertz,dollar,one,thousand,some,several,big,long,wide,ABSTRACT,True,3
115,food,paycheck,girl,coastline,summer,achievement,asset,relationship,daughter,legacy,song,weekend,sanctuary,friendship,victory,accomplishment,miracle,husband,sky,winner,bonus,angel,tree,son,success,disease,foreclosure,debt,homicide,suicide,deficiency,bankruptcy,confrontation,fugitive,assassination,killer,fee,monster,headstone,funeral,nightmare,rapist,attacker,difficulty,genocide,crime,prison,failure,argument,death,proposal,site,assessment,counterpart,region,proportion,instruction,delegation,particle,predecessor,payment,unit,bathroom,spine,exception,dimension,affiliation,referral,pantry,concession,pillar,department,door,location,town,second,hour,week,year,millenium,inch,yard,centimeter,ounce,gram,teaspoon,cup,quart,watt,byte,gigabyte,hertz,cent,one,hundred,few,several,small,short,narrow,CONCRETE,False,3
114,foods,paychecks,girls,coastlines,summers,achievements,assets,relationships,daughters,legacies,songs,weekends,sanctuaries,friendships,victories,accomplishments,miracles,husbands,skies,winners,bonuses,angels,trees,sons,successes,diseases,foreclosures,debts,homicides,suicides,deficiencies,bankruptcies,confrontation,fugitives,assassinations,killers,fees,monsters,headstones,funerals,nightmares,rapists,attackers,difficulties,genocides,crimes,prisons,failures,arguments,deaths,proposals,sites,assessments,counterparts,regions,proportions,instructions,delegations,particles,predecessors,payments,units,bathrooms,spines,exceptions,dimensions,affiliations,referrals,pantries,concessions,pillars,departments,doors,locations,towns,minute,hour,week,decade,millenium,inch,mile,kilometer,ounce,kilogram,tablespoon,liter,quart,watt,kilobyte,gigabyte,gigahertz,cent,ten,thousand,some,several,small,short,narrow,ABSTRACT,True,4
119,foods,paychecks,girls,coastlines,summers,achievements,assets,relationships,daughters,legacies,songs,weekends,sanctuary,friendships,victories,accomplishments,miracles,husbands,skies,winners,bonuses,angels,trees,sons,successes,diseases,foreclosures,debts,homicides,suicides,deficiencies,bankruptcies,confrontations,fugitives,assassinations,killers,fees,monsters,headstones,funerals,nightmares,rapists,attackers,difficulties,genocides,crimes,prisons,failures,arguments,deaths,proposals,sites,assessments,counterparts,regions,proportions,instructions,delegations,particles,predecessors,payments,units,bathrooms,spines,exceptions,dimensions,affiliation,referrals,pantries,concessions,pillars,departments,doors,locations,towns,minute,day,month,decade,millenium,foot,mile,kilometer,pound,kilogram,tablespoon,liter,gallon,horsepower,kilobyte,gigabyte,gigahertz,dollar,ten,thousand,some,many,big,long,wide,CONCRETE,True,4
120,foods,paychecks,girls,coastlines,summers,achievements,assets,relationships,daughters,legacies,songs,weekends,sanctuaries,friendships,victories,accomplishments,miracles,husbands,skies,winners,bonuses,angels,trees,sons,successes,diseases,foreclosures,debts,homicides,suicides,deficiencies,bankruptcies,confrontations,fugitives,assassinations,killers,fees,monsters,headstones,funerals,nightmares,rapists,attackers,difficulties,genocides,crimes,prisons,failures,arguments,deaths,proposals,sites,assessments,counterparts,regions,proportions,instructions,delegations,particles,predecessors,payments,units,bathrooms,spines,exceptions,dimensions,affiliations,referrals,pantries,concessions,pillars,departments,doors,locations,towns,minute,day,month,decade,century,foot,mile,kilometer,pound,gram,tablespoon,liter,gallon,horsepower,kilobyte,gigabyte,gigahertz,dollar,ten,thousand,some,several,big,long,wide,CONCRETE,True,4
122,food,paycheck,girl,coastline,summers,achievement,assets,relationship,daughter,legacy,songs,weekend,sanctuary,friendship,victory,accomplishment,miracle,husband,skies,winner,bonus,angel,tree,son,success,disease,foreclosure,debt,homicide,suicide,deficiency,bankruptcy,confrontation,fugitives,assassinations,killer,fee,monster,headstone,funeral,nightmares,rapist,attacker,-99,genocide,crime,prison,failure,arguments,deaths,proposal,site,assessment,counterparts,region,proportion,instruction,delegation,particle,predecessors,payments,unit,bathroom,spine,exception,dimension,affiliation,referrals,pantry,concession,pillar,departments,door,location,town,minute,day,week,year,century,foot,yard,kilometer,pound,kilogram,tablespoon,liter,gallon,watt,byte,gigabyte,hertz,dollar,ten,thousand,some,several,big,long,wide,ABSTRACT,False,1
123,food,paycheck,girls,coastlines,summers,achievement,assets,relationships,daughter,legacies,songs,weekend,sanctuary,friendships,victory,accomplishment,miracles,husbands,sky,winner,bonuses,angels,tree,son,successes,diseases,foreclosures,debts,homicide,suicides,deficiencies,bankruptcies,confrontations,fugitives,assassinations,killer,fees,monsters,headstones,funerals,nightmares,rapists,attacker,difficulty,genocides,crime,prison,failure,arguments,death,proposal,site,assessment,counterparts,region,proportions,instructions,delegation,particle,predecessor,payments,unit,bathroom,spines,exception,dimension,affiliation,referrals,pantry,concessions,pillar,department,door,location,towns,second,day,month,year,century,foot,mile,kilometer,pound,gram,teaspoon,cup,quart,horsepower,kilobyte,megabyte,hertz,cent,one,thousand,some,several,small,long,narrow,ABSTRACT,True,2
128,foods,paycheck,girl,coastline,summer,achievements,assets,relationship,daughter,legacy,song,weekend,sanctuary,friendship,victory,accomplishments,miracle,husbands,sky,winners,bonus,angel,trees,son,success,diseases,foreclosure,debt,homicides,suicide,deficiency,bankruptcy,confrontation,fugitives,assassination,killer,fee,monster,headstone,funeral,nightmare,rapist,attacker,difficulty,genocide,crime,prison,failure,argument,death,proposal,site,assessments,counterpart,regions,proportion,instructions,delegation,particles,predecessor,payment,unit,bathrooms,spine,exception,dimensions,affiliations,referral,pantry,concessions,pillars,department,door,location,town,minute,day,week,year,century,foot,yard,centimeter,ounce,kilogram,teaspoon,cup,quart,watt,kilobyte,gigabyte,hertz,cent,one,thousand,few,many,small,long,narrow,CONCRETE,True,1
130,food,paycheck,girl,coastline,summer,achievement,asset,relationships,daughter,legacy,song,weekend,sanctuary,friendship,victory,accomplishment,miracle,husband,sky,winner,bonus,angels,trees,son,success,disease,foreclosure,debt,homicide,suicide,deficiency,bankruptcy,confrontation,fugitives,assassination,killer,fee,monster,headstone,funeral,nightmare,rapist,attacker,difficulty,genocide,crime,prison,failure,argument,death,proposal,site,assessment,counterpart,region,proportion,instruction,delegation,particle,predecessor,payment,units,bathroom,spine,exception,dimension,affiliation,referral,pantry,concessions,pillar,department,door,location,town,minute,hour,week,year,century,foot,mile,kilometer,pound,gram,teaspoon,cup,gallon,watt,byte,gigabyte,gigahertz,dollar,ten,hundred,some,many,big,short,wide,ABSTRACT,True,1
132,foods,paychecks,girls,coastline,summer,achievement,asset,relationship,daughter,legacy,songs,weekends,sanctuaries,friendships,victory,accomplishment,miracle,husband,sky,winner,bonus,angel,tree,son,success,disease,foreclosures,debt,homicide,suicide,deficiencies,bankruptcies,confrontations,fugitive,assassinations,killer,fee,monster,headstones,funerals,nightmares,rapist,attackers,difficulties,genocide,crimes,prison,failure,argument,deaths,proposal,sites,assessment,counterparts,regions,proportions,instruction,delegations,particles,predecessor,payment,units,bathroom,spine,exception,dimensions,affiliations,referral,pantry,concession,pillar,department,doors,location,town,minute,hour,month,year,century,inch,yard,centimeter,pound,kilogram,tablespoon,cup,gallon,horsepower,byte,megabyte,hertz,dollar,ten,hundred,few,many,small,short,wide,CONCRETE,True,1
131,food,paycheck,girls,coastline,summers,achievement,assets,relationships,daughter,legacy,song,weekend,sanctuary,friendships,victory,accomplishments,miracles,husband,sky,winner,bonus,angel,tree,sons,successes,diseases,foreclosure,debt,homicide,suicides,deficiencies,bankruptcy,confrontation,fugitives,assassinations,killers,fee,monsters,headstone,funeral,nightmares,rapist,attackers,difficulty,genocides,crimes,prison,failure,arguments,death,proposal,site,assessment,counterparts,region,proportions,instructions,delegation,particles,predecessor,payment,units,bathroom,spines,exception,dimension,affiliations,referrals,pantry,concession,pillars,department,doors,location,town,second,hour,month,decade,millenium,foot,mile,kilometer,pound,kilogram,teaspoon,liter,gallon,watt,kilobyte,megabyte,hertz,dollar,ten,hundred,some,several,big,short,wide,ABSTRACT,True,2
129,food,paycheck,girls,coastline,summer,achievement,assets,relationship,daughters,legacy,song,weekend,sanctuary,friendship,victory,accomplishment,miracle,husband,sky,winners,bonus,angel,tree,son,success,disease,foreclosure,debts,homicide,suicide,deficiency,bankruptcy,confrontation,fugitive,assassination,killer,fees,monster,headstone,funeral,nightmare,rapist,attackers,difficulty,genocide,crimes,prison,failure,argument,death,proposal,site,assessment,counterpart,region,proportions,instruction,delegation,particles,predecessor,payment,unit,bathroom,spine,exception,dimensions,affiliation,referral,pantry,concessions,pillars,department,door,locations,town,minute,hour,week,year,century,foot,mile,centimeter,pound,gram,tablespoon,cup,gallon,watt,byte,gigabyte,gigahertz,dollar,one,hundred,some,many,big,short,wide,ABSTRACT,True,3
135,food,paycheck,girls,coastline,summer,achievement,asset,relationship,daughter,legacy,song,weekends,sanctuary,friendship,victory,accomplishment,miracle,husband,sky,winner,bonuses,angel,tree,sons,success,disease,foreclosure,debts,homicide,suicide,deficiencies,bankruptcy,confrontation,fugitive,assassinations,killer,fees,monster,headstone,funeral,nightmare,rapist,attacker,difficulty,genocides,crime,prison,failures,argument,death,proposal,site,assessment,counterpart,region,proportion,instruction,delegation,particle,predecessors,payment,unit,bathroom,spine,exceptions,dimensions,affiliations,referral,pantry,concession,pillar,departments,door,locations,towns,minute,day,week,decade,millenium,inch,mile,centimeter,pound,gram,tablespoon,cup,gallon,horsepower,byte,gigabyte,hertz,dollar,one,thousand,some,many,big,short,narrow,ABSTRACT,True,1
136,food,paycheck,girls,coastline,summer,achievement,asset,relationship,daughters,legacy,song,weekend,sanctuary,friendship,victory,accomplishment,miracle,husband,sky,winner,bonus,angels,tree,sons,success,disease,foreclosure,debt,homicide,suicide,deficiency,bankruptcy,confrontation,fugitives,assassination,killer,fee,monster,headstone,funeral,nightmare,rapist,attacker,difficulty,genocide,crime,prison,failure,argument,death,proposal,site,assessment,counterpart,region,proportion,instruction,delegation,particles,predecessor,payment,unit,bathroom,spine,exception,dimension,affiliation,referral,pantry,concession,pillars,department,door,location,town,minute,day,week,year,century,foot,yard,centimeter,pound,gram,tablespoon,cup,quart,watt,kilobyte,gigabyte,hertz,dollar,one,hundred,few,several,big,short,wide,CONCRETE,True,1
138,food,paycheck,girl,coastline,summer,achievement,asset,relationship,daughter,legacy,song,weekend,sanctuary,friendship,victory,accomplishment,miracle,husband,sky,winner,bonus,angel,tree,son,success,disease,foreclosure,debt,homicide,suicide,deficiency,bankruptcy,confrontation,fugitive,assassination,killer,fee,monster,headstone,funeral,nightmare,rapist,attacker,difficulty,genocide,crime,prison,failure,argument,death,proposal,site,assessment,counterpart,region,proportion,instruction,delegation,particles,predecessor,payment,unit,bathroom,spine,exception,dimension,affiliation,referral,pantry,concession,pillar,department,door,location,town,second,hour,week,year,century,inch,yard,centimeter,pound,gram,teaspoon,cup,gallon,watt,kilobyte,gigabyte,gigahertz,dollar,one,thousand,few,several,small,short,narrow,CONCRETE,True,1
137,food,paycheck,girl,coastline,summer,achievement,asset,relationship,daughter,legacy,song,weekend,sanctuary,friendship,victory,accomplishment,miracle,husbands,sky,winner,bonus,angel,tree,son,success,disease,foreclosure,debt,homicide,suicide,deficiency,bankruptcy,confrontation,fugitive,assassination,killer,fee,monster,headstone,funeral,nightmare,rapist,attacker,difficulty,genocide,crime,prison,failure,argument,death,proposal,site,assessment,counterpart,region,proportion,instruction,delegation,particle,predecessor,payment,unit,bathroom,spine,exception,dimension,affiliation,referral,pantry,concession,pillar,department,door,location,town,second,day,month,year,millenium,foot,mile,kilometer,ounce,gram,teaspoon,cup,quart,horsepower,byte,megabyte,hertz,cent,one,thousand,some,several,big,long,narrow,ABSTRACT,True,3
134,food,paycheck,girl,coastline,summer,achievement,asset,relationship,daughter,legacy,song,weekend,sanctuary,friendship,victory,accomplishment,miracle,husband,sky,winner,bonus,angel,tree,son,success,disease,foreclosure,debt,homicide,suicide,deficiency,bankruptcy,confrontation,fugitive,assassination,killer,fee,monster,headstone,funeral,nightmare,rapist,attacker,difficulty,genocide,crime,prison,failure,argument,death,proposal,site,assessment,counterpart,region,proportion,instruction,delegation,particles,predecessor,payment,unit,bathroom,spine,exception,dimension,affiliation,referral,pantry,concession,pillar,department,door,location,town,second,hour,week,year,century,inch,yard,centimeter,pound,kilogram,teaspoon,cup,quart,watt,byte,megabyte,hertz,cent,one,hundred,few,several,small,short,wide,CONCRETE,True,3
133,food,paychecks,girls,coastlines,summers,achievements,assets,relationships,daughters,legacies,songs,weekends,sanctuaries,friendships,victories,accomplishments,miracles,husbands,skies,winners,bonuses,angels,trees,sons,successes,diseases,foreclosures,debts,homicides,suicides,deficiencies,bankruptcies,confrontations,fugitives,assassinations,killers,fees,monsters,headstones,funerals,nightmares,rapists,attackers,difficulty,genocides,crimes,prisons,failures,arguments,deaths,proposals,sites,assessments,counterparts,regions,proportions,instructions,delegations,particles,predecessors,payment,units,bathrooms,spines,exceptions,dimensions,affiliations,referrals,pantries,concessions,pillars,departments,doors,locations,towns,second,day,month,year,century,foot,mile,centimeter,pound,gram,tablespoon,cup,gallon,watt,kilobyte,megabyte,hertz,dollar,ten,thousand,some,many,big,long,wide,ABSTRACT,True,3
142,food,paychecks,girl,coastlines,summers,achievement,assets,relationships,daughters,legacies,songs,weekend,sanctuary,friendships,victories,accomplishment,miracles,husbands,skies,winner,bonus,angels,tree,son,successes,diseases,foreclosure,debts,homicides,suicides,deficiencies,bankruptcies,confrontations,fugitives,assassinations,killer,fee,monsters,headstone,funeral,nightmares,rapists,attacker,difficulty,genocide,crimes,prison,failure,arguments,deaths,proposal,site,assessments,counterparts,region,proportion,instructions,delegations,particle,predecessors,payments,unit,bathroom,spine,exception,dimension,affiliation,referrals,pantry,concession,pillar,departments,door,location,town,second,day,week,decade,millenium,foot,yard,kilometer,pound,gram,teaspoon,liter,quart,horsepower,kilobyte,gigabyte,hertz,cent,one,thousand,some,many,big,long,narrow,ABSTRACT,True,1
143,food,paychecks,girls,coastline,summer,achievements,assets,relationships,daughters,legacies,songs,weekends,sanctuary,friendship,victory,accomplishments,miracle,husband,sky,winner,bonus,angels,trees,sons,success,disease,foreclosures,debts,homicide,suicides,deficiencies,bankruptcy,confrontations,fugitives,assassination,killers,fees,monsters,headstones,funerals,nightmares,rapist,attackers,difficulties,genocide,crimes,prison,failures,arguments,deaths,proposal,site,assessments,counterparts,regions,proportions,instructions,delegations,particles,predecessor,payment,units,bathrooms,spine,exceptions,dimensions,affiliation,referrals,pantry,concession,pillars,departments,door,location,towns,minute,day,month,year,century,foot,mile,kilometer,pound,kilogram,tablespoon,liter,gallon,watt,kilobyte,megabyte,gigahertz,dollar,one,thousand,few,several,big,long,narrow,CONCRETE,True,1
146,food,paycheck,girl,coastline,summer,achievement,asset,relationship,daughter,legacy,song,weekend,sanctuary,friendship,victory,accomplishment,miracle,husband,sky,winner,bonus,angel,tree,son,success,disease,foreclosure,debt,homicide,suicide,deficiency,bankruptcy,confrontation,fugitive,assassination,killer,fee,monster,headstone,funeral,nightmare,rapist,attacker,difficulty,genocide,crime,prison,failure,argument,death,proposal,site,assessment,counterpart,region,proportion,instruction,delegation,particle,predecessor,payment,unit,bathroom,spine,exception,dimension,affiliation,referral,pantry,concession,pillar,department,door,location,town,minute,day,week,decade,century,inch,mile,centimeter,pound,gram,teaspoon,liter,gallon,horsepower,kilobyte,gigabyte,hertz,dollar,one,thousand,some,many,big,long,wide,CONCRETE,True,3
147,foods,paychecks,girls,coastlines,summers,achievements,asset,relationships,daughters,legacies,songs,weekend,sanctuaries,friendships,victories,accomplishments,miracle,husbands,skies,winners,bonuses,angel,tree,sons,successes,diseases,foreclosures,debts,homicide,suicide,deficiencies,bankruptcies,confrontation,fugitives,assassinations,killers,fees,monster,headstones,funerals,nightmares,rapists,attackers,difficulties,genocides,crimes,prisons,failure,argument,deaths,proposals,sites,assessments,counterpart,regions,proportion,instructions,delegations,particles,predecessor,payments,units,bathrooms,spine,exceptions,dimensions,affiliations,referral,pantry,concessions,pillar,departments,door,locations,towns,minute,hour,month,year,millenium,foot,yard,kilometer,pound,kilogram,tablespoon,cup,gallon,watt,kilobyte,megabyte,gigahertz,dollar,ten,thousand,few,many,small,long,narrow,ABSTRACT,True,3
141,foods,paychecks,girls,coastline,summer,achievements,assets,relationships,daughters,legacy,songs,weekends,sanctuary,friendship,victory,accomplishments,miracle,husband,sky,winners,bonuses,angels,trees,sons,success,diseases,foreclosures,debts,homicide,suicide,deficiencies,bankruptcy,confrontations,fugitive,assassination,killers,fees,monsters,headstones,funerals,nightmare,rapist,attackers,difficulties,genocide,crimes,prisons,failure,argument,death,proposals,sites,assessments,counterpart,regions,proportions,instructions,delegations,particles,predecessors,payments,units,bathrooms,spines,exceptions,dimensions,affiliations,referral,pantries,concession,pillars,departments,door,locations,towns,minute,hour,month,decade,century,foot,mile,kilometer,pound,kilogram,tablespoon,cup,gallon,horsepower,kilobyte,gigabyte,gigahertz,dollar,ten,thousand,few,several,small,long,wide,ABSTRACT,True,2
140,food,paychecks,girls,coastline,summers,achievements,assets,relationships,daughters,legacy,songs,weekends,sanctuaries,friendships,victories,accomplishments,miracles,husbands,skies,winners,bonus,angel,trees,sons,successes,disease,foreclosures,debt,homicides,suicide,deficiencies,bankruptcy,confrontations,fugitives,assassinations,killers,-99,monsters,headstones,funeral,nightmares,rapists,attacker,difficulty,genocides,crimes,prisons,failures,arguments,deaths,proposal,sites,assessments,counterparts,region,proportion,instructions,delegation,particles,predecessor,payment,units,bathroom,spines,exceptions,dimensions,affiliation,referrals,pantry,concession,pillars,departments,doors,locations,towns,minute,hour,month,decade,millenium,foot,mile,centimeter,pound,kilogram,tablespoon,cup,gallon,watt,kilobyte,megabyte,gigahertz,dollar,ten,thousand,some,many,big,long,wide,CONCRETE,True,3
144,-99,paycheck,girl,-99,-99,achievement,-99,-99,-99,legacy,song,-99,sanctuary,-99,-99,-99,-99,husband,sky,-99,-99,-99,tree,son,-99,-99,-99,-99,-99,-99,deficiency,-99,-99,-99,assassination,-99,-99,-99,-99,funeral,-99,-99,attacker,-99,genocide,-99,-99,failure,-99,death,-99,-99,-99,-99,region,-99,-99,-99,-99,predecessor,-99,unit,-99,-99,-99,-99,-99,-99,-99,-99,-99,department,door,-99,-99,second,hour,-99,year,-99,-99,-99,-99,ounce,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,small,-99,-99,ABSTRACT,False,3
