ID,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,Condition,atc_passed,order,ident
114,foods,paychecks,girls,coastlines,summers,achievements,assets,relationships,daughters,legacies,songs,weekends,sanctuaries,friendship,victories,accomplishments,miracle,husbands,skies,winners,bonuses,angels,trees,sons,successes,diseases,foreclosures,debts,homicides,suicides,deficiencies,bankruptcies,confrontations,fugitives,assassinations,killers,-99,monsters,headstones,funerals,nightmares,rapists,attackers,difficulties,genocides,crimes,prisons,failures,arguments,deaths,proposals,sites,assessments,counterparts,regions,proportions,instructions,delegations,particles,predecessors,payments,units,bathrooms,spines,exceptions,dimensions,affiliations,referrals,pantries,concessions,pillar,departments,doors,locations,towns,minute,day,month,decade,century,foot,yard,kilometer,pound,gram,teaspoon,liter,quart,horsepower,kilobyte,megabyte,hertz,dollar,one,thousand,some,several,small,long,wide,FEMALE,True,2,Male
120,foods,paychecks,girls,coastlines,summers,achievements,assets,relationships,daughters,legacies,songs,weekends,sanctuaries,friendships,victories,accomplishments,miracles,husbands,skies,winners,bonuses,angels,trees,sons,successes,diseases,foreclosures,debts,homicides,suicides,deficiencies,bankruptcies,confrontations,fugitives,assassinations,killers,fees,monsters,headstones,funerals,nightmares,rapists,attackers,difficulties,genocides,crimes,prisons,failures,arguments,deaths,proposals,sites,assessments,counterparts,regions,proportions,instructions,delegations,particles,predecessors,payments,units,bathrooms,spines,exceptions,dimensions,affiliations,referrals,pantries,concessions,pillars,departments,doors,locations,towns,minute,day,month,decade,millenium,foot,mile,kilometer,pound,gram,tablespoon,liter,gallon,horsepower,kilobyte,gigabyte,gigahertz,dollar,ten,thousand,some,many,big,long,wide,MALE,True,2,Male
119,food,paycheck,girls,coastlines,summers,achievements,assets,relationships,daughters,legacy,songs,weekend,sanctuary,friendships,victories,accomplishments,miracles,husband,skies,winners,bonus,angels,trees,sons,success,diseases,foreclosure,debts,homicides,suicide,deficiency,bankruptcy,confrontation,fugitive,assassination,killers,fees,monsters,headstone,funeral,nightmare,rapists,attackers,difficulties,genocide,crime,prison,failure,arguments,death,proposal,site,assessment,counterparts,regions,proportions,instructions,delegation,particles,predecessors,payment,units,bathrooms,spine,exceptions,dimensions,affiliation,referrals,pantries,concession,pillars,departments,door,location,town,second,day,week,year,millenium,foot,mile,kilometer,ounce,gram,teaspoon,cup,quart,watt,kilobyte,gigabyte,gigahertz,dollar,one,thousand,some,many,big,short,wide,FEMALE,True,3,Male
118,foods,paychecks,girl,coastlines,summer,achievements,assets,relationships,daughter,legacies,songs,weekends,sanctuary,friendships,victories,accomplishments,miracles,husband,skies,winners,bonuses,angels,trees,son,successes,disease,foreclosure,debts,homicide,suicide,deficiency,bankruptcy,confrontations,fugitive,assassination,killer,fees,monster,headstones,funeral,nightmare,rapist,attacker,difficulties,genocide,crime,prison,failure,arguments,death,proposal,sites,assessments,counterparts,regions,proportions,instructions,delegations,particles,predecessors,payments,units,bathrooms,spine,exception,dimensions,affiliations,referrals,pantries,concessions,pillars,departments,doors,location,towns,minute,hour,month,year,millenium,foot,mile,kilometer,pound,kilogram,tablespoon,cup,gallon,watt,kilobyte,megabyte,hertz,dollar,ten,thousand,some,many,big,long,wide,MALE,True,4,Female
122,foods,paycheck,girl,coastline,summer,achievement,asset,relationship,daughter,legacy,song,weekends,sanctuary,friendship,victory,accomplishments,miracle,husband,sky,winner,bonus,angel,tree,son,success,diseases,foreclosures,debt,homicide,suicide,deficiency,bankruptcy,confrontation,fugitive,assassination,killers,fees,monster,headstones,funeral,nightmares,rapist,attacker,difficulties,genocides,crimes,prison,failures,argument,death,proposals,sites,assessments,counterpart,regions,proportion,instruction,delegations,particles,predecessor,payment,unit,bathroom,spine,exceptions,dimension,affiliations,referral,pantry,concessions,pillar,department,door,locations,town,second,hour,month,year,millenium,foot,yard,kilometer,pound,kilogram,tablespoon,liter,gallon,horsepower,byte,megabyte,gigahertz,dollar,one,thousand,some,many,big,short,wide,MALE,False,2,Male
123,foods,paychecks,girl,coastline,summer,achievements,assets,relationship,daughters,legacies,songs,weekends,sanctuaries,friendship,victories,accomplishment,miracle,husband,skies,winner,bonuses,angels,trees,sons,successes,disease,foreclosures,debts,homicide,suicide,deficiency,bankruptcy,confrontation,fugitive,assassination,killer,fees,monsters,headstones,funerals,nightmares,rapists,attacker,difficulty,genocides,crime,prisons,failures,argument,death,proposals,site,assessment,counterpart,regions,proportion,instructions,delegation,particle,predecessors,payment,unit,bathrooms,spines,exceptions,dimension,affiliation,referrals,pantries,concession,pillars,departments,doors,locations,towns,second,hour,week,decade,millenium,inch,mile,centimeter,pound,kilogram,tablespoon,liter,gallon,watt,kilobyte,megabyte,hertz,dollar,ten,hundred,some,many,small,long,narrow,FEMALE,True,3,Female
129,foods,paychecks,girl,coastline,summer,achievements,assets,relationships,daughter,legacy,songs,weekends,sanctuary,friendships,victory,accomplishments,miracle,husband,sky,winner,bonus,angel,tree,son,successes,diseases,foreclosure,debts,homicide,suicide,deficiencies,bankruptcy,confrontations,fugitive,assassination,killer,fees,monster,headstone,funeral,nightmares,rapist,attacker,difficulties,genocide,crime,prison,failures,arguments,death,proposal,site,assessments,counterpart,regions,proportions,instructions,delegations,particles,predecessor,payments,unit,bathroom,spine,exception,dimensions,affiliation,referral,pantries,concessions,pillar,departments,doors,location,town,second,hour,week,decade,millenium,foot,mile,kilometer,pound,kilogram,tablespoon,liter,gallon,horsepower,byte,megabyte,gigahertz,dollar,one,thousand,some,many,big,long,wide,MALE,False,1,Female
128,foods,paychecks,girls,coastlines,summer,achievement,assets,relationships,daughters,legacies,songs,weekends,sanctuary,friendships,victories,accomplishments,miracles,husbands,skies,winner,bonus,angel,tree,sons,successes,disease,foreclosures,debts,homicides,suicides,deficiencies,bankruptcies,confrontation,fugitives,assassinations,killer,fees,monster,headstones,funerals,nightmares,rapist,attacker,difficulties,genocides,crimes,prisons,failure,arguments,death,proposal,sites,assessment,counterpart,regions,proportions,instruction,delegations,particle,predecessors,payments,units,bathrooms,spine,exception,dimension,affiliation,referrals,pantries,concession,pillar,department,doors,locations,towns,minute,day,week,decade,century,foot,mile,kilometer,pound,kilogram,tablespoon,cup,gallon,horsepower,kilobyte,gigabyte,gigahertz,cent,ten,thousand,some,several,big,long,wide,MALE,True,2,Female
131,foods,paycheck,girls,coastlines,summers,achievements,assets,relationship,daughters,legacy,songs,weekends,sanctuaries,friendship,victories,accomplishments,miracle,husband,skies,winners,bonuses,angels,tree,sons,successes,diseases,foreclosures,debt,homicides,suicides,deficiency,bankruptcies,confrontations,fugitives,assassination,killer,fee,monsters,headstone,funerals,nightmares,rapist,attackers,difficulties,genocide,crime,prison,failures,arguments,deaths,proposal,sites,assessments,counterpart,regions,proportions,instruction,delegations,particle,predecessor,payments,units,bathroom,spine,exceptions,dimension,affiliations,referral,pantries,concessions,pillar,department,door,locations,town,minute,day,week,year,millenium,inch,mile,kilometer,pound,gram,tablespoon,liter,quart,watt,byte,gigabyte,gigahertz,dollar,ten,thousand,few,many,big,long,narrow,FEMALE,True,3,Male
126,foods,paycheck,girls,coastline,summers,achievements,assets,relationship,daughters,legacy,song,weekends,sanctuaries,friendship,victory,accomplishment,miracles,husband,sky,winners,bonus,angels,trees,sons,success,diseases,foreclosure,debt,homicide,suicides,deficiencies,bankruptcy,confrontation,fugitives,assassination,killer,fee,monsters,headstones,funerals,nightmares,rapists,attackers,difficulties,genocide,crime,prison,failure,argument,death,proposal,sites,assessments,counterpart,regions,proportions,instructions,delegation,particles,predecessor,payments,unit,bathrooms,spines,exception,dimension,affiliations,referrals,pantry,concession,pillar,department,door,location,towns,minute,day,week,decade,millenium,inch,mile,centimeter,ounce,kilogram,teaspoon,liter,gallon,horsepower,kilobyte,gigabyte,gigahertz,dollar,ten,hundred,few,many,small,short,wide,FEMALE,True,2,Male
130,foods,paychecks,girls,coastline,summers,achievements,assets,relationship,daughters,legacies,songs,weekend,sanctuary,friendships,victory,accomplishment,miracles,husband,sky,winner,bonus,angel,trees,sons,success,disease,foreclosure,debt,homicides,suicide,deficiencies,bankruptcies,confrontation,fugitives,assassinations,killers,fees,monsters,headstone,funerals,nightmare,rapists,attackers,difficulty,genocide,crimes,prisons,failures,arguments,deaths,proposal,site,assessment,counterpart,region,proportions,instructions,delegation,particle,predecessor,payments,units,bathrooms,spine,exceptions,dimension,affiliation,referrals,pantry,concession,pillars,departments,door,location,town,minute,day,month,decade,century,foot,mile,kilometer,pound,kilogram,tablespoon,cup,gallon,horsepower,kilobyte,gigabyte,hertz,dollar,ten,thousand,some,several,big,long,wide,MALE,True,4,Female
134,foods,paychecks,girls,coastlines,summers,achievements,assets,relationships,daughters,legacies,songs,weekends,sanctuaries,friendships,victories,accomplishments,miracles,husband,sky,winner,bonuses,angels,tree,sons,successes,diseases,foreclosures,debts,homicides,suicides,deficiencies,bankruptcies,confrontations,fugitives,assassinations,killers,fees,monsters,headstones,funerals,nightmares,rapists,attackers,difficulties,genocides,crimes,prisons,failures,arguments,deaths,proposals,sites,assessments,counterparts,regions,proportions,instructions,delegations,particles,predecessors,payments,units,bathrooms,spines,exceptions,dimensions,affiliations,referrals,pantries,concessions,pillars,departments,doors,locations,towns,minute,day,month,decade,millenium,foot,mile,kilometer,pound,kilogram,tablespoon,liter,quart,horsepower,kilobyte,gigabyte,gigahertz,dollar,ten,thousand,some,many,big,long,wide,MALE,True,1,Male
133,food,paychecks,girls,coastlines,summer,achievements,assets,relationship,daughters,legacy,song,weekend,sanctuary,friendship,victories,accomplishments,miracle,husband,sky,winner,bonuses,angel,trees,sons,successes,disease,foreclosure,debt,homicide,suicide,deficiency,bankruptcy,confrontation,fugitives,assassination,killers,fees,monster,headstones,funeral,nightmares,rapist,attacker,difficulty,genocides,crimes,prison,failure,argument,death,proposal,site,assessment,counterpart,region,proportion,instruction,delegation,particle,predecessor,payments,unit,bathroom,spine,exception,dimensions,affiliation,referrals,pantry,concession,pillars,department,door,location,towns,second,hour,week,decade,millenium,foot,mile,centimeter,pound,gram,teaspoon,cup,gallon,watt,byte,gigabyte,hertz,dollar,ten,thousand,some,many,big,long,narrow,FEMALE,True,1,Female
137,food,paycheck,girl,coastlines,summer,achievement,asset,relationship,daughter,legacy,songs,weekends,sanctuary,friendship,victories,accomplishments,miracles,husbands,skies,winners,bonuses,angel,trees,son,success,diseases,foreclosure,debt,homicides,suicides,deficiencies,bankruptcy,confrontations,fugitives,assassination,killer,fee,monster,headstones,funeral,nightmare,rapist,attackers,difficulties,genocide,crimes,prisons,failure,argument,deaths,proposal,sites,assessment,counterpart,regions,proportions,instruction,delegations,particle,predecessor,payments,units,bathroom,spine,exception,dimension,affiliation,referral,pantries,concessions,pillar,department,doors,locations,town,minute,day,month,decade,century,inch,mile,centimeter,pound,kilogram,tablespoon,liter,gallon,horsepower,byte,megabyte,hertz,dollar,one,thousand,few,several,big,short,wide,MALE,True,2,Female
135,foods,paycheck,girls,coastline,summer,achievements,asset,relationship,daughters,legacy,song,weekends,sanctuaries,friendship,victory,accomplishments,miracle,husband,sky,winners,bonuses,angel,trees,sons,success,diseases,foreclosures,debts,homicide,suicide,deficiency,bankruptcy,confrontation,fugitive,assassination,killers,fees,monster,headstones,funerals,nightmare,rapist,attackers,difficulties,genocides,crimes,prisons,failures,argument,deaths,proposals,sites,assessments,counterpart,regions,proportions,instruction,delegations,particles,predecessors,payment,units,bathrooms,spines,exceptions,dimensions,affiliations,referral,pantries,concessions,pillars,departments,doors,locations,towns,minute,hour,month,decade,millenium,inch,mile,centimeter,pound,kilogram,tablespoon,cup,gallon,watt,byte,gigabyte,gigahertz,dollar,ten,hundred,few,many,small,long,wide,FEMALE,True,4,Female
136,foods,paychecks,girls,coastlines,summer,achievements,assets,relationships,daughters,legacy,songs,weekends,sanctuary,friendships,victory,accomplishments,miracles,husband,sky,winner,bonus,angel,trees,son,successes,diseases,foreclosure,debt,homicide,suicides,deficiencies,bankruptcy,confrontation,fugitives,assassinations,killer,fees,monsters,headstones,funerals,nightmare,rapist,attacker,difficulty,genocide,crimes,prison,failures,arguments,deaths,proposal,sites,assessments,counterparts,region,proportion,instructions,delegation,particle,predecessors,payments,units,bathroom,spine,exceptions,dimension,affiliations,referrals,pantry,concession,pillars,department,doors,locations,town,minute,day,week,year,century,foot,mile,kilometer,pound,kilogram,tablespoon,liter,gallon,horsepower,kilobyte,gigabyte,gigahertz,dollar,ten,thousand,some,several,big,long,wide,MALE,True,4,Female
138,food,paycheck,girl,coastline,summer,achievement,asset,relationship,daughter,legacy,song,weekend,sanctuary,friendship,victory,accomplishment,miracle,husband,sky,winner,bonus,angel,tree,son,success,disease,foreclosure,debt,homicide,suicide,deficiency,bankruptcy,confrontation,fugitive,assassination,killer,fees,monster,headstone,funeral,nightmare,rapist,attacker,difficulty,genocide,crime,prison,failure,argument,death,proposal,site,assessment,counterpart,region,proportion,instruction,delegation,particle,predecessor,payment,unit,bathroom,spine,exception,dimension,affiliation,referral,pantry,concession,pillar,department,door,location,town,minute,hour,week,year,century,foot,mile,centimeter,pound,kilogram,tablespoon,cup,gallon,horsepower,kilobyte,gigabyte,gigahertz,dollar,ten,thousand,few,many,small,short,narrow,MALE,True,4,Male
147,foods,paycheck,girls,coastlines,summers,achievement,assets,relationships,daughters,legacies,songs,weekends,sanctuaries,friendships,victory,accomplishment,miracles,husbands,sky,winner,bonuses,angels,trees,son,successes,disease,foreclosure,debt,homicide,suicide,deficiencies,bankruptcies,confrontation,fugitives,assassination,killer,fees,monsters,headstones,funeral,nightmare,rapist,attackers,difficulty,genocide,crimes,prisons,failures,argument,deaths,proposal,sites,assessments,counterpart,region,proportion,instructions,delegations,particles,predecessors,payments,units,bathroom,spines,exceptions,dimension,affiliation,referrals,pantries,concession,pillars,departments,door,location,town,second,day,week,year,century,foot,yard,centimeter,pound,kilogram,teaspoon,cup,quart,watt,kilobyte,megabyte,hertz,cent,ten,thousand,few,several,big,long,narrow,FEMALE,True,1,Male
140,food,paycheck,girl,coastlines,summer,achievement,assets,relationship,daughter,legacy,song,weekend,sanctuaries,friendships,victory,accomplishment,miracle,husbands,sky,winner,bonus,angel,tree,son,success,disease,foreclosure,debt,homicide,suicide,deficiency,bankruptcy,confrontation,fugitive,assassination,killers,fees,monster,headstones,funeral,nightmare,rapists,attacker,difficulty,genocides,crime,prison,failure,argument,deaths,proposal,site,assessment,counterpart,region,proportion,instruction,delegations,particle,predecessor,payments,unit,bathroom,spine,exception,dimension,affiliation,referral,pantries,concessions,pillar,department,door,location,town,minute,hour,week,decade,millenium,inch,mile,centimeter,ounce,kilogram,teaspoon,liter,quart,watt,kilobyte,megabyte,hertz,dollar,one,hundred,few,many,small,short,narrow,MALE,True,2,Female
144,foods,paycheck,girl,coastline,summer,achievement,asset,relationship,daughter,legacy,song,weekends,sanctuary,friendships,victory,accomplishment,miracle,husband,sky,winner,bonus,angel,tree,sons,success,disease,foreclosure,debt,homicide,suicide,deficiency,bankruptcy,confrontation,fugitive,assassination,killer,fee,monster,headstone,funeral,nightmare,rapist,attacker,difficulties,genocide,crimes,prison,failure,argument,death,proposal,site,assessment,counterpart,region,proportions,instructions,delegation,particle,predecessor,payment,units,bathroom,spine,exceptions,dimension,affiliation,referral,pantry,concession,pillar,department,door,location,towns,second,day,week,year,century,inch,yard,centimeter,ounce,gram,teaspoon,cup,quart,watt,byte,megabyte,hertz,cent,one,hundred,few,several,small,short,narrow,FEMALE,True,2,Male
145,food,paycheck,girls,coastlines,summer,achievement,assets,relationships,daughter,legacies,song,weekend,sanctuaries,friendships,victory,accomplishment,miracle,husband,sky,winner,bonus,angels,tree,son,successes,disease,foreclosure,debts,homicides,suicide,deficiency,bankruptcy,confrontation,fugitive,assassination,killer,fee,monster,headstone,funeral,nightmares,rapists,attacker,difficulty,genocide,crime,prison,failure,arguments,death,proposal,site,assessment,counterparts,region,proportion,instruction,delegation,particle,predecessor,payments,unit,bathroom,spine,exception,dimension,affiliation,referral,pantry,concession,pillar,departments,door,location,town,second,day,week,year,millenium,foot,yard,centimeter,ounce,gram,teaspoon,cup,quart,watt,byte,megabyte,hertz,cent,one,hundred,some,several,small,short,narrow,FEMALE,True,3,Male
146,food,paychecks,girls,coastlines,summers,achievements,assets,relationship,daughters,legacy,song,weekends,sanctuary,friendship,victories,accomplishments,miracle,husband,sky,winner,bonuses,angel,trees,sons,successes,diseases,foreclosure,debt,homicide,suicide,deficiency,bankruptcy,confrontation,fugitive,assassination,killers,fee,monsters,headstone,funeral,nightmares,rapist,attacker,difficulty,genocides,crimes,prison,failures,argument,deaths,proposal,site,assessment,counterparts,regions,proportion,instructions,delegation,particle,predecessor,payment,unit,bathroom,spine,exceptions,dimension,affiliations,referral,pantry,concession,pillars,department,door,location,towns,minute,day,month,decade,century,foot,mile,kilometer,pound,kilogram,tablespoon,cup,gallon,watt,kilobyte,gigabyte,gigahertz,dollar,ten,thousand,some,many,big,long,wide,MALE,True,4,Female
143,-99,-99,-99,-99,-99,-99,asset,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,husbands,-99,winner,-99,-99,-99,sons,-99,-99,-99,debt,-99,-99,-99,-99,-99,fugitive,-99,killer,-99,monsters,-99,-99,-99,rapists,attackers,-99,-99,crime,-99,-99,-99,-99,proposal,-99,-99,counterparts,-99,-99,-99,-99,-99,-99,-99,-99,-99,spine,exception,-99,-99,-99,-99,-99,pillar,-99,-99,-99,-99,-99,-99,-99,-99,-99,foot,-99,-99,pound,kilogram,tablespoon,liter,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,MALE,True,4,Female
141,foods,paycheck,girls,coastline,summers,achievements,assets,relationships,daughters,legacy,song,weekends,sanctuaries,friendships,victory,accomplishments,miracle,husbands,skies,winners,bonuses,angels,trees,sons,success,diseases,foreclosures,debt,homicides,suicides,deficiencies,bankruptcy,confrontation,fugitives,assassinations,killers,fees,monster,headstones,funerals,nightmares,rapists,attackers,difficulties,genocides,crimes,prisons,failures,argument,deaths,proposal,sites,assessments,counterparts,regions,proportions,instructions,delegations,particle,predecessors,payments,units,bathrooms,spines,exceptions,dimensions,affiliation,referrals,pantry,concessions,pillars,department,doors,locations,town,second,hour,month,decade,millenium,inch,yard,centimeter,pound,kilogram,tablespoon,cup,quart,horsepower,byte,gigabyte,gigahertz,dollar,ten,thousand,few,several,small,short,wide,FEMALE,False,3,Male
142,foods,paycheck,girls,coastline,summer,achievements,asset,relationship,daughters,legacy,song,weekends,sanctuaries,friendship,victory,accomplishments,miracle,husbands,sky,winners,bonuses,angel,trees,sons,success,diseases,foreclosures,debts,homicide,suicide,deficiency,bankruptcy,confrontation,fugitive,assassination,killers,fees,monster,headstones,funerals,nightmare,rapist,attackers,difficulty,genocides,crimes,prisons,failures,arguments,deaths,proposals,sites,assessments,counterpart,regions,proportion,instruction,delegations,particles,predecessor,payment,units,bathrooms,spines,exceptions,dimensions,affiliations,referral,pantries,concessions,pillars,departments,door,locations,towns,minute,hour,month,decade,millenium,inch,mile,centimeter,pound,kilogram,teaspoon,cup,gallon,watt,byte,gigabyte,gigahertz,dollar,ten,hundred,few,many,small,short,wide,FEMALE,False,4,Male
