ID,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,Condition,atc_passed,order
115,food,paycheck,girl,coastline,summer,achievement,asset,relationship,daughter,legacy,song,weekend,sanctuary,friendship,victory,accomplishment,miracle,husband,sky,winner,bonus,angel,tree,son,success,disease,foreclosure,debt,homicide,suicide,deficiency,bankruptcy,confrontation,fugitive,assassination,killer,fee,monster,headstone,funeral,nightmare,rapist,attacker,difficulty,genocide,crime,prison,failure,argument,death,proposal,site,assessment,counterpart,region,proportion,instruction,delegation,particle,predecessor,payment,unit,bathroom,spine,exception,dimension,affiliation,referral,pantry,concession,pillar,department,door,location,town,minute,hour,week,year,century,foot,yard,kilometer,ounce,gram,teaspoon,liter,quart,horsepower,kilobyte,gigabyte,gigahertz,cent,one,hundred,few,several,small,short,wide,POSITIVE,True,2
114,foods,paychecks,girls,coastlines,summers,achievements,assets,relationships,daughters,legacies,songs,weekends,sanctuaries,friendship,victories,accomplishments,miracles,husbands,skies,winners,bonuses,angels,trees,sons,successes,diseases,foreclosures,debts,homicides,suicides,deficiencies,bankruptcies,confrontations,fugitives,assassinations,killers,fees,monsters,headstones,funerals,nightmares,rapists,attackers,difficulties,genocides,crimes,prisons,failures,arguments,deaths,proposals,site,assessments,counterparts,regions,proportions,instructions,delegations,particles,predecessors,payment,units,bathrooms,spines,exceptions,dimensions,affiliations,referrals,pantries,concessions,pillars,departments,doors,locations,towns,second,hour,week,decade,millenium,inch,yard,kilometer,ounce,kilogram,teaspoon,cup,quart,watt,kilobyte,gigabyte,gigahertz,dollar,one,thousand,few,many,big,long,narrow,NEGATIVE,True,3
118,foods,paychecks,girls,coastlines,summers,achievements,assets,relationships,daughters,legacy,songs,weekends,sanctuary,friendships,victories,accomplishments,miracles,husband,sky,winners,bonuses,angels,trees,sons,successes,disease,foreclosure,debt,homicide,suicide,deficiency,bankruptcy,confrontation,fugitive,assassination,killer,fee,monster,headstone,funeral,nightmare,rapist,attacker,difficulty,genocide,crime,prison,failure,argument,death,proposals,sites,assessment,counterpart,regions,proportion,instruction,delegation,particles,predecessors,payments,units,bathrooms,spine,exception,dimensions,affiliations,referrals,pantries,concessions,pillars,departments,door,locations,towns,minute,hour,week,decade,millenium,foot,mile,centimeter,pound,kilogram,tablespoon,cup,gallon,watt,kilobyte,megabyte,hertz,dollar,ten,thousand,some,many,big,long,wide,POSITIVE,True,2
120,foods,paychecks,girls,coastlines,summers,achievements,assets,relationships,daughters,legacies,songs,weekends,sanctuaries,friendships,victories,accomplishments,miracles,husbands,skies,winners,bonuses,angels,trees,sons,successes,diseases,foreclosures,debts,homicides,suicides,deficiencies,bankruptcies,confrontations,fugitives,assassinations,killers,fees,monsters,headstones,funerals,nightmares,rapists,attackers,difficulties,genocides,crimes,prisons,failures,arguments,deaths,proposals,sites,assessments,counterparts,regions,proportions,instructions,delegations,particles,predecessors,payments,units,bathrooms,spines,exceptions,dimensions,affiliations,referrals,pantries,concessions,pillars,departments,doors,locations,towns,minute,hour,month,decade,millenium,foot,mile,kilometer,pound,kilogram,tablespoon,liter,gallon,horsepower,byte,gigabyte,gigahertz,dollar,ten,thousand,few,several,big,long,wide,NEGATIVE,True,3
116,foods,paycheck,girls,coastline,summer,achievements,assets,relationships,daughters,legacies,songs,weekends,sanctuaries,friendship,victories,accomplishments,miracles,husband,sky,winners,bonuses,angels,trees,sons,successes,diseases,foreclosures,debt,homicides,suicide,deficiencies,bankruptcy,confrontation,fugitives,assassinations,killer,fee,monster,headstones,funeral,nightmare,rapists,attacker,difficulties,genocides,crime,prison,failures,argument,death,proposals,sites,assessment,counterparts,regions,proportions,instructions,delegation,particles,predecessors,payments,unit,bathrooms,spines,exceptions,dimensions,affiliations,referrals,pantries,concessions,pillars,departments,doors,locations,towns,minute,hour,month,year,century,inch,mile,kilometer,ounce,kilogram,teaspoon,liter,gallon,watt,kilobyte,gigabyte,gigahertz,dollar,ten,thousand,some,many,big,long,wide,POSITIVE,False,4
122,food,paychecks,girl,coastlines,summers,achievement,assets,-99,daughter,legacy,songs,weekend,sanctuary,friendships,victories,accomplishment,miracles,husband,skies,winner,bonuses,angels,tree,son,success,disease,foreclosures,debts,homicide,suicides,deficiencies,bankruptcies,confrontations,fugitive,assassinations,killer,fee,-99,headstones,funeral,nightmares,rapists,attackers,difficulty,genocides,crimes,prison,failure,arguments,death,proposal,site,assessment,counterparts,region,proportion,instruction,delegation,particle,predecessor,payment,units,bathroom,spine,exception,dimension,affiliation,referrals,pantries,-99,pillars,departments,door,locations,towns,second,day,week,year,century,foot,mile,kilometer,pound,kilogram,tablespoon,liter,quart,watt,kilobyte,megabyte,hertz,cent,-99,thousand,some,several,big,long,narrow,POSITIVE,False,3
123,foods,paychecks,girls,coastline,summers,achievements,assets,relationship,daughters,legacies,songs,weekends,sanctuary,friendships,victories,accomplishments,miracles,husband,sky,winners,bonuses,angels,trees,sons,successes,disease,foreclosure,debt,homicide,suicide,deficiency,bankruptcy,confrontation,fugitive,assassination,killer,fee,monster,headstones,funeral,nightmare,rapist,attacker,difficulty,genocide,crime,prison,failure,argument,death,proposals,sites,assessments,counterparts,regions,proportions,instructions,delegations,particle,predecessor,payments,units,bathrooms,spine,exception,dimensions,affiliations,referrals,pantries,concession,pillars,departments,door,location,towns,second,day,month,decade,millenium,foot,mile,kilometer,ounce,kilogram,teaspoon,liter,gallon,horsepower,kilobyte,gigabyte,hertz,cent,ten,thousand,some,many,big,long,wide,POSITIVE,True,4
125,foods,paychecks,girls,coastlines,summers,achievements,assets,relationships,daughter,legacies,songs,weekends,sanctuaries,friendships,victories,accomplishments,miracles,husbands,skies,winners,bonuses,angels,trees,son,successes,disease,foreclosure,debt,homicide,suicide,deficiency,bankruptcy,confrontation,fugitive,assassination,killer,fee,monster,headstone,funeral,nightmare,rapist,attacker,difficulty,genocide,crime,prison,failure,argument,death,proposals,sites,assessment,counterparts,regions,proportions,instructions,delegations,particles,predecessors,payments,units,bathrooms,spine,exceptions,dimensions,affiliations,referrals,pantries,concessions,pillars,departments,doors,locations,towns,minute,day,month,decade,millenium,foot,mile,kilometer,pound,gram,tablespoon,liter,gallon,horsepower,kilobyte,gigabyte,gigahertz,dollar,ten,thousand,some,several,big,long,wide,POSITIVE,True,1
127,foods,paycheck,girls,coastline,summers,achievement,assets,relationships,daughter,legacy,song,weekend,sanctuaries,friendship,victories,accomplishment,miracles,husbands,skies,winners,bonus,angel,trees,sons,success,diseases,foreclosures,debts,homicides,suicides,deficiencies,bankruptcies,confrontations,fugitives,assassinations,killers,fees,monsters,headstones,funerals,nightmares,rapists,attackers,difficulties,genocides,crimes,prisons,failures,arguments,deaths,proposal,sites,assessments,counterparts,region,proportion,instructions,delegations,particles,predecessor,payments,units,bathroom,spines,exceptions,dimensions,affiliation,referral,pantries,concessions,pillar,departments,door,locations,town,second,day,month,decade,millenium,foot,mile,kilometer,ounce,kilogram,tablespoon,cup,gallon,watt,byte,megabyte,gigahertz,dollar,one,thousand,some,many,big,long,narrow,NEGATIVE,True,1
130,foods,paycheck,girl,coastline,summer,achievement,asset,relationship,daughter,legacy,song,weekend,sanctuary,friendship,victory,accomplishment,miracle,husbands,sky,winners,bonus,angel,tree,sons,successes,diseases,foreclosures,debts,homicides,suicides,deficiencies,bankruptcies,confrontations,fugitives,assassinations,killers,fees,monsters,headstones,funerals,nightmares,rapists,attackers,difficulties,genocides,crimes,prisons,failures,arguments,deaths,proposal,site,assessments,counterparts,regions,proportion,instructions,delegation,particles,predecessors,payments,unit,bathrooms,spine,exceptions,dimensions,affiliation,referral,pantries,concessions,pillars,departments,door,locations,towns,second,day,month,decade,millenium,inch,yard,kilometer,ounce,kilogram,teaspoon,liter,quart,horsepower,kilobyte,megabyte,gigahertz,cent,one,hundred,few,several,big,short,narrow,NEGATIVE,True,2
131,food,paychecks,girl,coastlines,summer,achievements,asset,relationship,daughters,legacies,song,weekend,sanctuaries,friendships,victory,accomplishment,miracles,husband,skies,winner,bonus,angel,trees,sons,successes,diseases,foreclosure,debt,homicides,suicides,deficiencies,bankruptcies,confrontations,fugitive,assassinations,killer,fees,monsters,headstones,funerals,nightmares,rapists,attackers,difficulties,genocide,crimes,prison,failure,argument,deaths,proposals,sites,assessment,counterpart,regions,proportions,instructions,delegation,particles,predecessor,payment,units,bathroom,spines,exceptions,dimensions,affiliation,referrals,pantry,concession,pillar,department,doors,location,towns,second,day,week,decade,millenium,foot,mile,kilometer,ounce,gram,teaspoon,liter,quart,watt,kilobyte,megabyte,gigahertz,cent,ten,thousand,some,several,small,long,wide,NEGATIVE,True,4
129,foods,paychecks,girls,coastlines,summers,achievements,assets,relationship,daughters,legacy,songs,weekends,sanctuary,friendships,victories,accomplishments,miracles,husband,sky,winners,bonuses,angels,trees,sons,successes,disease,foreclosure,debt,homicide,suicide,deficiency,bankruptcy,confrontation,fugitive,assassination,killer,fee,monster,headstone,funeral,nightmare,rapist,attacker,difficulty,genocide,crime,prison,failure,argument,death,proposal,sites,assessments,counterparts,region,proportion,instruction,delegations,particles,predecessors,payment,units,bathrooms,spine,exception,dimensions,affiliations,referrals,pantries,concessions,pillar,department,door,locations,town,minute,day,month,decade,millenium,foot,yard,centimeter,ounce,kilogram,tablespoon,liter,gallon,horsepower,kilobyte,gigabyte,gigahertz,dollar,ten,thousand,some,many,big,long,wide,POSITIVE,True,2
128,foods,paychecks,girls,coastlines,summer,achievements,assets,relationships,daughters,legacies,songs,weekends,sanctuaries,friendships,victories,accomplishments,miracles,husbands,skies,winners,bonuses,angels,trees,son,successes,disease,foreclosure,debt,homicide,suicide,deficiency,bankruptcy,confrontation,fugitive,assassination,killer,fees,monster,headstone,funeral,nightmare,rapist,attacker,difficulty,genocide,crime,prison,failure,argument,death,proposals,site,assessment,counterparts,region,proportions,instructions,delegations,particles,predecessors,payments,units,bathrooms,spines,exception,dimensions,affiliation,referral,pantries,concessions,pillars,departments,doors,locations,towns,second,day,month,decade,century,foot,mile,kilometer,pound,kilogram,tablespoon,cup,gallon,horsepower,kilobyte,gigabyte,gigahertz,dollar,ten,thousand,some,many,big,short,wide,POSITIVE,True,4
126,food,paychecks,girls,coastlines,summers,achievement,assets,relationship,daughters,legacy,song,weekends,sanctuaries,friendship,victories,accomplishments,miracles,husband,sky,winner,bonuses,angels,trees,son,success,disease,foreclosures,debt,homicide,suicide,deficiencies,bankruptcy,confrontation,fugitive,assassinations,killer,fee,monster,headstone,funeral,nightmare,rapist,attackers,difficulty,genocide,crime,prison,failure,argument,death,proposals,site,assessment,counterpart,regions,proportions,instruction,delegations,particle,predecessors,payment,unit,bathroom,spine,exception,dimensions,affiliation,referrals,pantries,concessions,pillar,departments,door,locations,towns,minute,day,week,year,millenium,foot,mile,kilometer,pound,kilogram,tablespoon,cup,gallon,-99,kilobyte,gigabyte,hertz,dollar,ten,thousand,few,many,small,long,narrow,POSITIVE,True,3
136,food,paycheck,girls,coastlines,summer,achievement,asset,relationships,daughters,legacies,song,weekend,sanctuaries,friendship,victory,accomplishment,miracle,husbands,skies,winner,bonus,angels,tree,sons,success,diseases,foreclosures,debts,homicides,suicides,deficiencies,bankruptcies,confrontations,fugitive,assassinations,killers,fees,monsters,headstones,funerals,nightmares,rapists,attackers,difficulties,genocides,crimes,prisons,failures,arguments,deaths,proposals,site,assessments,counterparts,regions,proportions,instructions,delegation,particle,predecessors,payments,units,bathroom,spines,exceptions,dimensions,affiliations,referral,pantry,concessions,pillars,departments,door,locations,town,minute,hour,week,decade,millenium,inch,mile,centimeter,pound,kilogram,tablespoon,liter,gallon,horsepower,kilobyte,gigabyte,gigahertz,cent,one,hundred,some,several,big,long,wide,NEGATIVE,True,2
135,foods,paychecks,girls,coastlines,summers,achievements,assets,relationships,daughters,legacies,songs,weekends,sanctuaries,friendships,victories,accomplishments,miracles,husband,skies,winners,bonuses,angels,trees,son,successes,disease,foreclosure,debts,homicide,suicide,deficiency,bankruptcy,confrontation,fugitive,assassination,killers,fees,monsters,headstone,funeral,nightmare,rapist,attacker,difficulty,genocide,crime,prison,failure,arguments,death,proposals,sites,assessments,counterparts,regions,proportions,instructions,delegation,particles,predecessors,payments,units,bathrooms,spines,exceptions,dimensions,affiliations,referrals,pantries,concessions,pillars,departments,doors,locations,towns,minute,hour,month,decade,century,foot,yard,kilometer,pound,gram,tablespoon,liter,gallon,horsepower,kilobyte,gigabyte,gigahertz,dollar,ten,thousand,few,many,big,long,wide,POSITIVE,True,3
138,foods,paychecks,girls,coastlines,summers,achievements,assets,relationships,daughters,legacies,songs,weekends,sanctuaries,friendships,victories,accomplishments,miracles,husbands,skies,winners,bonuses,angels,trees,sons,successes,diseases,foreclosures,debt,homicides,suicides,deficiencies,bankruptcies,confrontations,fugitives,assassinations,killers,fees,monsters,headstones,funerals,nightmares,rapists,attackers,difficulties,genocides,crimes,prisons,failures,arguments,deaths,proposals,sites,assessments,counterparts,regions,proportions,instructions,delegations,particles,predecessors,payments,units,bathrooms,spines,exceptions,dimensions,affiliations,referrals,pantries,concessions,pillars,departments,doors,locations,towns,minute,hour,week,decade,century,foot,mile,kilometer,pound,kilogram,tablespoon,cup,gallon,horsepower,byte,gigabyte,gigahertz,dollar,ten,thousand,few,several,big,long,wide,NEGATIVE,True,2
134,food,paychecks,girls,coastlines,summer,achievements,assets,relationships,daughters,legacies,songs,weekends,sanctuaries,friendships,victory,accomplishments,miracle,husbands,skies,winners,bonuses,angels,trees,sons,successes,diseases,foreclosures,debts,homicides,suicides,deficiencies,bankruptcies,confrontations,fugitives,assassinations,killers,fees,monsters,headstones,funerals,nightmares,rapists,attackers,difficulties,genocides,crime,prisons,failures,arguments,deaths,proposals,sites,assessments,counterparts,regions,proportions,instructions,delegations,particle,predecessors,payments,units,bathrooms,spines,exceptions,dimensions,affiliations,referrals,pantries,concessions,pillars,departments,doors,locations,towns,minute,hour,month,decade,millenium,foot,mile,kilometer,pound,kilogram,tablespoon,liter,gallon,horsepower,kilobyte,gigabyte,gigahertz,dollar,ten,thousand,some,several,big,long,narrow,NEGATIVE,True,2
137,foods,paychecks,girls,coastline,summers,achievements,assets,relationship,daughters,legacies,songs,weekends,sanctuaries,friendships,victories,accomplishments,miracles,husband,skies,winners,bonuses,angels,trees,son,successes,disease,foreclosure,debt,homicide,suicide,deficiency,bankruptcy,confrontation,fugitive,assassination,killer,fee,monsters,headstone,funeral,nightmare,rapist,attacker,difficulty,genocide,crime,prison,failure,argument,death,proposals,site,assessment,counterparts,regions,proportions,instruction,delegations,particles,predecessors,payment,units,bathrooms,spine,exceptions,dimensions,affiliation,referrals,pantry,concession,pillars,departments,doors,locations,towns,minute,day,month,year,millenium,foot,yard,kilometer,pound,kilogram,tablespoon,liter,gallon,horsepower,kilobyte,megabyte,hertz,dollar,ten,thousand,some,many,big,long,wide,POSITIVE,True,4
146,foods,paychecks,girls,coastlines,summers,achievements,assets,relationship,daughter,legacies,songs,weekends,sanctuaries,friendships,victories,accomplishments,miracles,husband,skies,winners,bonuses,angels,trees,son,successes,disease,foreclosure,debt,homicide,suicide,deficiency,bankruptcy,confrontation,fugitive,assassination,killer,fee,monster,headstone,funeral,nightmare,rapist,attacker,difficulty,genocide,crime,prison,failure,argument,death,proposal,site,assessment,counterparts,region,proportion,instructions,delegation,particle,predecessor,payment,unit,bathroom,spine,exception,dimensions,affiliation,referrals,pantry,concession,pillar,departments,door,location,town,second,hour,week,year,millenium,foot,yard,centimeter,pound,gram,teaspoon,cup,quart,watt,kilobyte,gigabyte,hertz,dollar,one,thousand,some,several,big,long,narrow,POSITIVE,True,1
145,food,paycheck,girls,coastlines,summer,achievement,asset,relationship,daughters,legacy,song,weekend,sanctuaries,friendship,victory,accomplishment,miracles,husbands,skies,winners,bonus,angel,tree,sons,success,diseases,foreclosures,debt,homicides,suicides,deficiencies,bankruptcies,confrontations,fugitives,assassinations,killers,fees,monsters,headstones,funerals,nightmares,rapists,attackers,difficulties,genocides,crimes,prisons,failures,arguments,deaths,proposal,sites,assessments,counterparts,region,proportion,instructions,delegation,particle,predecessor,payments,units,bathroom,spines,exception,dimension,affiliation,referral,pantry,concessions,pillar,department,doors,location,town,second,hour,month,decade,century,inch,yard,kilometer,pound,kilogram,tablespoon,cup,quart,watt,byte,megabyte,hertz,cent,one,hundred,few,several,small,short,wide,NEGATIVE,True,1
142,food,paychecks,girl,coastlines,summers,achievement,assets,relationships,daughter,legacies,songs,weekend,sanctuary,friendships,victories,accomplishment,miracles,husbands,skies,winner,bonuses,angels,tree,son,successes,disease,foreclosure,debt,homicides,suicides,deficiencies,bankruptcies,confrontations,fugitives,assassinations,killer,fee,monsters,headstone,funeral,nightmares,rapists,attacker,difficulty,genocide,crime,prison,failure,arguments,death,proposal,site,assessment,counterparts,region,proportions,instructions,delegation,particle,predecessors,payments,unit,bathroom,spine,exception,dimension,affiliation,referrals,pantry,concession,pillar,department,door,location,town,second,day,week,year,century,foot,yard,kilometer,ounce,gram,teaspoon,liter,quart,horsepower,kilobyte,megabyte,hertz,cent,one,thousand,some,several,big,long,narrow,POSITIVE,True,2
147,food,paycheck,girls,coastline,summer,achievements,assets,relationship,daughters,legacies,song,weekend,sanctuary,friendship,victory,accomplishments,miracles,husband,sky,winners,bonus,angel,trees,sons,successes,diseases,foreclosures,debt,homicide,suicide,deficiencies,bankruptcies,confrontation,fugitive,assassination,killer,fees,monsters,headstones,funerals,nightmare,rapists,attackers,difficulty,genocide,crimes,prisons,failures,arguments,deaths,proposal,site,assessments,counterpart,region,proportion,instructions,delegation,particle,predecessor,payments,units,bathrooms,spines,exceptions,dimension,affiliation,referrals,pantry,concessions,pillars,department,doors,locations,towns,second,hour,week,year,millenium,foot,yard,kilometer,ounce,gram,tablespoon,cup,quart,horsepower,byte,megabyte,hertz,dollar,one,hundred,few,several,small,short,narrow,NEGATIVE,True,4
143,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,diseases,foreclosures,debts,homicides,suicides,deficiencies,bankruptcies,confrontations,fugitives,assassinations,killers,-99,monsters,headstones,funerals,nightmares,rapists,attackers,difficulties,genocides,crimes,prisons,failures,arguments,deaths,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,payments,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,cent,-99,-99,-99,-99,-99,-99,-99,NEGATIVE,True,3
140,foods,paychecks,girls,coastline,summers,achievements,asset,relationships,daughters,legacies,songs,weekends,sanctuaries,friendships,victory,accomplishments,miracles,husband,skies,winners,bonuses,angels,tree,sons,successes,disease,foreclosure,debt,homicide,suicide,deficiency,bankruptcy,confrontation,fugitive,assassination,killer,fees,monster,headstone,funeral,nightmare,rapist,attacker,difficulty,genocide,crime,prison,failure,argument,death,proposals,sites,assessment,counterpart,regions,proportions,instruction,delegation,particle,predecessors,payments,unit,bathroom,spine,exception,dimension,affiliations,referral,pantries,concessions,pillars,departments,doors,location,towns,minute,hour,month,decade,century,inch,yard,kilometer,ounce,gram,tablespoon,liter,gallon,horsepower,kilobyte,gigabyte,hertz,dollar,one,thousand,few,several,big,long,narrow,POSITIVE,True,4
