StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,DistributionChannel,UserLanguage,age,gender,gender_5_TEXT,Q13,Q4,Q4_4_TEXT,Q5,Q9,Q12_1,ID
10/26/18 11:07,10/26/18 11:08,IP Address,100,53,TRUE,10/26/18 11:08,anonymous,EN,21,Male,,7 (very much),Democrat,,5,Bachelors degree,80,126
10/26/18 11:07,10/26/18 11:08,IP Address,100,77,TRUE,10/26/18 11:08,anonymous,EN,21,Male,,7 (very much),Democrat,,4,Bachelors degree,9,127
10/26/18 11:08,10/26/18 11:09,IP Address,100,57,TRUE,10/26/18 11:09,anonymous,EN,19,Female,,7 (very much),Democrat,,4,Some college-No degree,25,132
10/26/18 12:06,10/26/18 12:06,IP Address,100,33,TRUE,10/26/18 12:06,anonymous,EN,21,Female,,7 (very much),Democrat,,6,Some college-No degree,100,139
10/26/18 12:06,10/26/18 12:06,IP Address,100,32,TRUE,10/26/18 12:06,anonymous,EN,20,Female,,7 (very much),Democrat,,6,Doctorate,74,137
10/26/18 12:06,10/26/18 12:06,IP Address,100,37,TRUE,10/26/18 12:06,anonymous,EN,19,Female,,7 (very much),Independent,,4,Some college-No degree,50,136
10/26/18 12:06,10/26/18 12:07,IP Address,100,39,TRUE,10/26/18 12:07,anonymous,EN,19,Male,,7 (very much),Independent,,1 (very little),Some college-No degree,35,134
10/26/18 12:06,10/26/18 12:07,IP Address,100,41,TRUE,10/26/18 12:07,anonymous,EN,20,Female,,7 (very much),Democrat,,6,Some college-No degree,70,133
10/26/18 12:06,10/26/18 12:07,IP Address,100,36,TRUE,10/26/18 12:07,anonymous,EN,19,Female,,6,Democrat,,5,Some college-No degree,76,135
10/26/18 12:06,10/26/18 12:07,IP Address,100,78,TRUE,10/26/18 12:07,anonymous,EN,44,Male,,4,Other party (please specify),no party affiliation,1 (very little),Some college-No degree,87,138
10/26/18 12:18,10/26/18 12:18,IP Address,100,16,TRUE,10/26/18 12:18,anonymous,EN,21,Female,,7 (very much),Democrat,,7 (very much),Some college-No degree,99,139
10/26/18 13:09,10/26/18 13:10,IP Address,100,34,TRUE,10/26/18 13:10,anonymous,EN,19,Female,,7 (very much),Democrat,,3,Some college-No degree,75,140
10/26/18 13:09,10/26/18 13:10,IP Address,100,41,TRUE,10/26/18 13:10,anonymous,EN,18,Male,,7 (very much),Democrat,,4,High school graduate,95,147
10/26/18 13:09,10/26/18 13:10,IP Address,100,42,TRUE,10/26/18 13:10,anonymous,EN,19,Female,,7 (very much),Republican,,4,Some college-No degree,8,146
10/26/18 13:09,10/26/18 13:10,IP Address,100,42,TRUE,10/26/18 13:10,anonymous,EN,32,Male,,7 (very much),Independent,,7 (very much),Masters degree,70,142
10/26/18 13:09,10/26/18 13:10,IP Address,100,39,TRUE,10/26/18 13:10,anonymous,EN,26,Male,,7 (very much),Democrat,,1 (very little),Bachelors degree,80,141
10/26/18 13:09,10/26/18 13:10,IP Address,100,56,TRUE,10/26/18 13:10,anonymous,EN,19,Male,,5,Democrat,,5,Some college-No degree,80,145
10/26/18 13:09,10/26/18 13:10,IP Address,100,55,TRUE,10/26/18 13:10,anonymous,EN,22,Female,,6,Other party (please specify),Don't care about politics,1 (very little),Bachelors degree,5,143
10/26/18 13:09,10/26/18 13:11,IP Address,100,89,TRUE,10/26/18 13:11,anonymous,EN,22,Male,,7 (very much),Democrat,,2,Bachelors degree,24,144
10/26/18 14:09,10/26/18 14:09,IP Address,100,26,TRUE,10/26/18 14:09,anonymous,EN,26,Female,,7 (very much),Democrat,,6,Masters degree,93,148
10/26/18 14:09,10/26/18 14:09,IP Address,100,42,TRUE,10/26/18 14:09,anonymous,EN,20,Female,,7 (very much),Independent,,6,Some college-No degree,60,149
10/26/18 14:09,10/26/18 14:09,IP Address,100,43,TRUE,10/26/18 14:09,anonymous,EN,22,Female,,7 (very much),Democrat,,3,Bachelors degree,51,151
10/26/18 14:09,10/26/18 14:09,IP Address,100,46,TRUE,10/26/18 14:09,anonymous,EN,28,Female,,7 (very much),Independent,,1 (very little),Doctorate,40,152
10/26/18 14:09,10/26/18 14:10,IP Address,100,59,TRUE,10/26/18 14:10,anonymous,EN,20,Male,,7 (very much),Republican,,2,Some college-No degree,35,153
10/26/18 14:10,10/26/18 14:11,IP Address,100,77,TRUE,10/26/18 14:11,anonymous,EN,18,Male,,5,Other party (please specify),Green,5,Some college-No degree,50,150
10/26/18 15:08,10/26/18 15:08,IP Address,100,33,TRUE,10/26/18 15:08,anonymous,EN,20,Female,,6,Democrat,,6,Some college-No degree,95,157
10/26/18 15:08,10/26/18 15:08,IP Address,100,31,TRUE,10/26/18 15:08,anonymous,EN,21,Male,,7 (very much),Democrat,,3,Some college-No degree,95,161
10/26/18 15:08,10/26/18 15:08,IP Address,100,48,TRUE,10/26/18 15:08,anonymous,EN,19,Female,,7 (very much),Other party (please specify),No party affiliation,1 (very little),Bachelors degree,81,156
10/26/18 15:08,10/26/18 15:09,IP Address,100,38,TRUE,10/26/18 15:09,anonymous,EN,19,Male,,7 (very much),Democrat,,1 (very little),Some college-No degree,75,155
10/26/18 15:08,10/26/18 15:09,IP Address,100,56,TRUE,10/26/18 15:09,anonymous,EN,44,Female,,7 (very much),Republican,,6,Masters degree,81,162
10/26/18 15:08,10/26/18 15:09,IP Address,100,41,TRUE,10/26/18 15:09,anonymous,EN,21,Female,,7 (very much),Independent,,7 (very much),High school graduate,50,160
10/26/18 15:08,10/26/18 15:09,IP Address,100,59,TRUE,10/26/18 15:09,anonymous,EN,20,Female,,7 (very much),Independent,,3,High school graduate,61,154
10/26/18 15:09,10/26/18 15:09,IP Address,100,29,TRUE,10/26/18 15:09,anonymous,EN,20,Female,,7 (very much),Democrat,,4,Some college-No degree,94,159
10/26/18 15:08,10/26/18 15:09,IP Address,100,81,TRUE,10/26/18 15:09,anonymous,EN,73,Female,,7 (very much),Republican,,7 (very much),Some college-No degree,88,158
10/26/18 15:09,10/26/18 15:09,Spam,100,15,TRUE,10/26/18 15:10,anonymous,EN,21,Male,,7 (very much),Democrat,,3,Some college-No degree,95,161
10/30/18 10:04,10/30/18 10:04,IP Address,100,36,TRUE,10/30/18 10:04,anonymous,EN,21,Male,,6,Democrat,,2,Some college-No degree,70,164
10/30/18 11:00,10/30/18 11:01,IP Address,100,44,TRUE,10/30/18 11:01,anonymous,EN,28,Female,,4,Democrat,,6,Masters degree,80,165
10/30/18 11:00,10/30/18 11:01,IP Address,100,57,TRUE,10/30/18 11:01,anonymous,EN,24,Female,,7 (very much),Independent,,7 (very much),Bachelors degree,60,166
11/2/18 11:05,11/2/18 11:06,IP Address,100,41,TRUE,11/2/18 11:06,anonymous,EN,21,Male,,7 (very much),Democrat,,4,Some college-No degree,65,169
11/2/18 11:05,11/2/18 11:06,IP Address,100,54,TRUE,11/2/18 11:06,anonymous,EN,20,Male,,7 (very much),Democrat,,4,Some college-No degree,65,171
11/2/18 11:06,11/2/18 11:07,IP Address,100,60,TRUE,11/2/18 11:07,anonymous,EN,58,Female,,7 (very much),Republican,,4,Some college-No degree,31,167
11/2/18 11:06,11/2/18 11:07,IP Address,100,85,TRUE,11/2/18 11:07,anonymous,EN,24,Female,,7 (very much),Democrat,,5,Masters degree,80,170
11/2/18 11:06,11/2/18 11:08,IP Address,100,114,TRUE,11/2/18 11:08,anonymous,EN,61,Female,,7 (very much),Democrat,,6,Doctorate,80,168
11/2/18 11:12,11/2/18 11:13,IP Address,100,60,TRUE,11/2/18 11:13,anonymous,EN,61,Female,,7 (very much),Democrat,,7 (very much),Doctorate,82,168
11/2/18 12:07,11/2/18 12:08,IP Address,100,24,TRUE,11/2/18 12:08,anonymous,EN,19,Female,,7 (very much),Independent,,4,Bachelors degree,51,174
11/2/18 12:08,11/2/18 12:08,IP Address,100,32,TRUE,11/2/18 12:08,anonymous,EN,18,Female,,6,Democrat,,7 (very much),Some college-No degree,81,175
11/2/18 12:08,11/2/18 12:09,IP Address,100,61,TRUE,11/2/18 12:09,anonymous,EN,29,Both,,4,Democrat,,6,Masters degree,85,172
11/2/18 12:08,11/2/18 12:09,IP Address,100,69,TRUE,11/2/18 12:09,anonymous,EN,19,Female,,6,Democrat,,2,High school graduate,81,176
11/2/18 12:08,11/2/18 12:09,IP Address,100,71,TRUE,11/2/18 12:09,anonymous,EN,35,Male,,7 (very much),Independent,,3,Doctorate,50,177
11/2/18 12:08,11/2/18 12:10,IP Address,100,88,TRUE,11/2/18 12:10,anonymous,EN,24,Female,,7 (very much),Other party (please specify),No affiliation,1 (very little),Masters degree,1,173
11/2/18 13:06,11/2/18 13:06,IP Address,100,36,TRUE,11/2/18 13:06,anonymous,EN,22,Female,,7 (very much),Democrat,,7 (very much),Bachelors degree,90,179
11/2/18 13:05,11/2/18 13:06,IP Address,100,55,TRUE,11/2/18 13:06,anonymous,EN,18,Female,,7 (very much),Democrat,,5,Some college-No degree,100,178
11/2/18 13:05,11/2/18 13:06,IP Address,100,74,TRUE,11/2/18 13:06,anonymous,EN,19,Female,,7 (very much),Democrat,,6,Some college-No degree,65,180
11/2/18 13:07,11/2/18 13:07,IP Address,100,44,TRUE,11/2/18 13:07,anonymous,EN,22,Female,,7 (very much),Independent,,4,Bachelors degree,61,181
11/2/18 14:20,11/2/18 14:20,IP Address,100,41,TRUE,11/2/18 14:20,anonymous,EN,18,Female,,7 (very much),Democrat,,3,High school graduate,90,184
11/2/18 14:20,11/2/18 14:21,IP Address,100,52,TRUE,11/2/18 14:21,anonymous,EN,20,Female,,7 (very much),Independent,,5,Some college-No degree,50,186
11/2/18 14:20,11/2/18 14:21,IP Address,100,54,TRUE,11/2/18 14:21,anonymous,EN,27,Male,,5,Democrat,,2,Associates degree,69,182
11/2/18 14:20,11/2/18 14:21,IP Address,100,56,TRUE,11/2/18 14:21,anonymous,EN,27,Female,,6,Independent,,5,Some college-No degree,0,183
11/2/18 14:20,11/2/18 14:21,IP Address,100,54,TRUE,11/2/18 14:21,anonymous,EN,27,Male,,7 (very much),Republican,,1 (very little),Masters degree,52,185
11/2/18 15:33,11/2/18 15:33,IP Address,100,31,TRUE,11/2/18 15:33,anonymous,EN,21,Female,,7 (very much),Democrat,,3,Bachelors degree,71,189
11/2/18 15:33,11/2/18 15:33,IP Address,100,41,TRUE,11/2/18 15:34,anonymous,EN,28,Female,,6,Democrat,,4,Masters degree,50,187
11/2/18 15:33,11/2/18 15:34,IP Address,100,50,TRUE,11/2/18 15:34,anonymous,EN,28,Female,,7 (very much),Democrat,,5,Masters degree,83,188
11/6/18 9:02,11/6/18 9:02,IP Address,100,43,TRUE,11/6/18 9:03,anonymous,EN,22,Female,,7 (very much),Democrat,,4,Bachelors degree,40,190
11/6/18 9:04,11/6/18 9:04,IP Address,100,30,TRUE,11/6/18 9:04,anonymous,EN,27,Female,,6,Democrat,,4,Bachelors degree,72,191
11/6/18 9:04,11/6/18 9:05,IP Address,100,43,TRUE,11/6/18 9:05,anonymous,EN,24,Female,,7 (very much),Other party (please specify),Not involved in politics,5,Masters degree,49,192
11/6/18 9:05,11/6/18 9:06,IP Address,100,25,TRUE,11/6/18 9:06,anonymous,EN,24,Female,,7 (very much),Independent,,5,Masters degree,73,192
11/6/18 10:05,11/6/18 10:06,IP Address,100,62,TRUE,11/6/18 10:06,anonymous,EN,20,Female,,7 (very much),Independent,,1 (very little),High school graduate,21,193
11/6/18 10:05,11/6/18 10:06,IP Address,100,57,TRUE,11/6/18 10:06,anonymous,EN,19,Male,,7 (very much),Republican,,3,High school graduate,18,198
11/6/18 10:05,11/6/18 10:06,IP Address,100,59,TRUE,11/6/18 10:06,anonymous,EN,43,Female,,7 (very much),Democrat,,5,Some college-No degree,61,194
11/6/18 10:05,11/6/18 10:06,IP Address,100,52,TRUE,11/6/18 10:06,anonymous,EN,56,Female,,7 (very much),Democrat,,7 (very much),Bachelors degree,81,196
11/6/18 10:05,11/6/18 10:06,IP Address,100,76,TRUE,11/6/18 10:06,anonymous,EN,24,Male,,7 (very much),Democrat,,7 (very much),Masters degree,100,195
11/6/18 10:06,11/6/18 10:08,IP Address,100,111,TRUE,11/6/18 10:08,anonymous,EN,53,Female,,7 (very much),Democrat,,7 (very much),Some college-No degree,100,197
11/6/18 11:04,11/6/18 11:04,IP Address,100,42,TRUE,11/6/18 11:04,anonymous,EN,18,Male,,6,Democrat,,6,Some college-No degree,84,200
11/6/18 11:04,11/6/18 11:05,IP Address,100,54,TRUE,11/6/18 11:05,anonymous,EN,22,Female,,7 (very much),Independent,,1 (very little),Bachelors degree,10,199
11/6/18 11:04,11/6/18 11:06,IP Address,100,109,TRUE,11/6/18 11:06,anonymous,EN,22,Male,,7 (very much),Republican,,5,Bachelors degree,20,3
11/8/18 9:42,11/8/18 9:43,IP Address,100,33,TRUE,11/8/18 9:43,anonymous,EN,22,Male,,7 (very much),Democrat,,4,Bachelors degree,91,204
11/8/18 9:42,11/8/18 9:43,IP Address,100,42,TRUE,11/8/18 9:43,anonymous,EN,19,Female,,7 (very much),Democrat,,6,Some college-No degree,86,203
11/8/18 9:42,11/8/18 9:43,IP Address,100,42,TRUE,11/8/18 9:43,anonymous,EN,19,Male,,5,Democrat,,4,Some college-No degree,80,202
11/8/18 10:37,11/8/18 10:37,IP Address,100,36,TRUE,11/8/18 10:37,anonymous,EN,18,Male,,7 (very much),Independent,,4,High school graduate,83,207
11/8/18 10:37,11/8/18 10:37,IP Address,100,40,TRUE,11/8/18 10:37,anonymous,EN,20,Female,,7 (very much),Democrat,,6,Some college-No degree,71,206
11/8/18 10:37,11/8/18 10:38,IP Address,100,50,TRUE,11/8/18 10:38,anonymous,EN,29,Female,,6,Independent,,4,Bachelors degree,50,208
11/8/18 10:37,11/8/18 10:38,IP Address,100,71,TRUE,11/8/18 10:38,anonymous,EN,18,Female,,7 (very much),Independent,,2,High school graduate,55,205
11/8/18 10:37,11/8/18 10:38,IP Address,100,60,TRUE,11/8/18 10:38,anonymous,EN,22,Male,,5,Independent,,3,Bachelors degree,2,209
11/9/18 11:11,11/9/18 11:11,IP Address,100,45,TRUE,11/9/18 11:11,anonymous,EN,27,Female,,7 (very much),Democrat,,5,Bachelors degree,71,210
11/9/18 11:11,11/9/18 11:12,IP Address,100,39,TRUE,11/9/18 11:12,anonymous,EN,26,Female,,7 (very much),Democrat,,6,Bachelors degree,90,213
11/9/18 11:11,11/9/18 11:12,IP Address,100,58,TRUE,11/9/18 11:12,anonymous,EN,23,Female,,5,Independent,,4,Masters degree,22,215
11/9/18 11:11,11/9/18 11:12,IP Address,100,54,TRUE,11/9/18 11:12,anonymous,EN,25,Female,,5,Democrat,,5,Bachelors degree,59,211
11/9/18 11:11,11/9/18 11:12,IP Address,100,51,TRUE,11/9/18 11:12,anonymous,EN,22,Male,,7 (very much),Democrat,,1 (very little),Bachelors degree,51,212
11/9/18 11:11,11/9/18 11:12,IP Address,100,50,TRUE,11/9/18 11:12,anonymous,EN,24,Female,,3,Independent,,2,Bachelors degree,29,214
11/9/18 12:23,11/9/18 12:23,IP Address,100,29,TRUE,11/9/18 12:23,anonymous,EN,20,Female,,7 (very much),Democrat,,4,Some college-No degree,71,218
11/9/18 12:23,11/9/18 12:24,IP Address,100,38,TRUE,11/9/18 12:24,anonymous,EN,19,Female,,7 (very much),Democrat,,7 (very much),Some college-No degree,90,220
11/9/18 12:17,11/9/18 12:24,IP Address,100,397,TRUE,11/9/18 12:24,anonymous,EN,22,Female,,7 (very much),Independent,,7 (very much),Masters degree,50,4
11/9/18 12:23,11/9/18 12:24,IP Address,100,52,TRUE,11/9/18 12:24,anonymous,EN,21,Female,,7 (very much),Democrat,,6,Some college-No degree,85,216
11/9/18 12:24,11/9/18 12:25,Spam,100,34,TRUE,11/9/18 12:25,anonymous,EN,19,Female,,7 (very much),Democrat,,7 (very much),Some college-No degree,90,220
11/9/18 12:26,11/9/18 12:26,IP Address,100,43,TRUE,11/9/18 12:26,anonymous,EN,78,Male,,7 (very much),Democrat,,6,Doctorate,69,217
11/9/18 13:35,11/9/18 13:36,IP Address,100,73,TRUE,11/9/18 13:36,anonymous,EN,21,Male,,7 (very much),Independent,,5,Some college-No degree,33,224
11/9/18 13:35,11/9/18 13:36,IP Address,100,60,TRUE,11/9/18 13:36,anonymous,EN,25,Male,,7 (very much),Independent,,1 (very little),Bachelors degree,13,222
11/9/18 13:36,11/9/18 13:37,IP Address,100,61,TRUE,11/9/18 13:37,anonymous,EN,22,Male,,4,Independent,,7 (very much),Bachelors degree,50,223
11/9/18 13:36,11/9/18 13:37,IP Address,100,87,TRUE,11/9/18 13:37,anonymous,EN,63,Female,,7 (very much),Democrat,,7 (very much),Bachelors degree,70,221
11/9/18 14:52,11/9/18 14:53,IP Address,100,36,TRUE,11/9/18 14:53,anonymous,EN,26,Female,,7 (very much),Democrat,,7 (very much),Masters degree,60,230
11/9/18 14:52,11/9/18 14:53,IP Address,100,38,TRUE,11/9/18 14:53,anonymous,EN,22,Male,,7 (very much),Democrat,,5,Some college-No degree,60,231
11/9/18 14:52,11/9/18 14:53,IP Address,100,45,TRUE,11/9/18 14:53,anonymous,EN,21,Female,,6,Democrat,,4,Some college-No degree,80,227
11/9/18 14:52,11/9/18 14:53,IP Address,100,54,TRUE,11/9/18 14:53,anonymous,EN,20,Female,,7 (very much),Democrat,,5,Some college-No degree,90,226
11/9/18 14:52,11/9/18 14:53,IP Address,100,66,TRUE,11/9/18 14:53,anonymous,EN,21,Female,,7 (very much),Other party (please specify),non-US citizen,1 (very little),Bachelors degree,50,229
11/9/18 14:52,11/9/18 14:54,IP Address,100,79,TRUE,11/9/18 14:54,anonymous,EN,24,Female,,7 (very much),Democrat,,5,Masters degree,81,228
11/9/18 14:53,11/9/18 14:54,IP Address,100,42,TRUE,11/9/18 14:54,anonymous,EN,24,Female,,7 (very much),Independent,,4,Masters degree,30,225
11/9/18 14:52,11/9/18 14:55,IP Address,100,143,TRUE,11/9/18 14:55,anonymous,EN,24,Female,,5,Democrat,,4,Bachelors degree,30,232
11/9/18 14:54,11/9/18 14:55,IP Address,100,68,TRUE,11/9/18 14:55,anonymous,EN,24,Female,,6,Other party (please specify),anarchist/communist,5,Associates degree,3,233
11/9/18 16:05,11/9/18 16:06,IP Address,100,36,TRUE,11/9/18 16:06,anonymous,EN,18,Female,,7 (very much),Democrat,,5,Some college-No degree,45,234
11/9/18 16:05,11/9/18 16:06,IP Address,100,41,TRUE,11/9/18 16:06,anonymous,EN,19,Female,,7 (very much),Independent,,4,Some college-No degree,38,238
11/9/18 16:05,11/9/18 16:06,IP Address,100,47,TRUE,11/9/18 16:06,anonymous,EN,27,Female,,7 (very much),Democrat,,5,Masters degree,60,237
11/9/18 16:05,11/9/18 16:06,IP Address,100,43,TRUE,11/9/18 16:06,anonymous,EN,18,Female,,7 (very much),Democrat,,4,High school graduate,90,236
11/9/18 16:05,11/9/18 16:06,IP Address,100,46,TRUE,11/9/18 16:06,anonymous,EN,18,Female,,7 (very much),Democrat,,5,Some college-No degree,60,235
11/9/18 16:05,11/9/18 16:06,IP Address,100,62,TRUE,11/9/18 16:06,anonymous,EN,36,Female,,6,Other party (please specify),None,1 (very little),Masters degree,25,239
11/9/18 16:07,11/9/18 16:07,IP Address,100,23,TRUE,11/9/18 16:07,anonymous,EN,18,Female,,7 (very much),Democrat,,5,Some college-No degree,47,234
11/13/18 9:01,11/13/18 9:02,IP Address,100,32,TRUE,11/13/18 9:02,anonymous,EN,25,Female,,6,Democrat,,7 (very much),Masters degree,95,240
11/13/18 9:58,11/13/18 9:59,IP Address,100,29,TRUE,11/13/18 9:59,anonymous,EN,20,Female,,7 (very much),Democrat,,5,Some college-No degree,61,241
11/13/18 11:02,11/13/18 11:03,IP Address,100,37,TRUE,11/13/18 11:03,anonymous,EN,23,Female,,5,Independent,,1 (very little),Bachelors degree,6,244
11/13/18 11:02,11/13/18 11:03,IP Address,100,40,TRUE,11/13/18 11:03,anonymous,EN,19,Male,,7 (very much),Democrat,,5,Bachelors degree,62,243
11/13/18 11:02,11/13/18 11:03,IP Address,100,38,TRUE,11/13/18 11:03,anonymous,EN,18,Female,,7 (very much),Democrat,,4,Some college-No degree,85,242
11/16/18 11:05,11/16/18 11:05,IP Address,100,25,TRUE,11/16/18 11:05,anonymous,EN,21,Female,,7 (very much),Democrat,,5,Some college-No degree,82,245
11/16/18 11:05,11/16/18 11:06,IP Address,100,60,TRUE,11/16/18 11:06,anonymous,EN,21,Male,,7 (very much),Independent,,4,Some college-No degree,55,247
11/16/18 11:05,11/16/18 11:06,IP Address,100,66,TRUE,11/16/18 11:06,anonymous,EN,20,Female,,7 (very much),Democrat,,3,Some college-No degree,80,246
11/16/18 11:05,11/16/18 11:06,IP Address,100,72,TRUE,11/16/18 11:06,anonymous,EN,35,Female,,1 (very little),Democrat,,5,Associates degree,92,248
11/16/18 12:23,11/16/18 12:23,IP Address,100,29,TRUE,11/16/18 12:23,anonymous,EN,19,Female,,7 (very much),Democrat,,6,Some college-No degree,71,250
11/16/18 12:23,11/16/18 12:23,IP Address,100,48,TRUE,11/16/18 12:23,anonymous,EN,20,Male,,7 (very much),Republican,,3,Some college-No degree,20,253
11/16/18 12:23,11/16/18 12:24,IP Address,100,41,TRUE,11/16/18 12:24,anonymous,EN,20,Female,,6,Democrat,,4,Some college-No degree,82,249
11/16/18 12:23,11/16/18 12:24,IP Address,100,39,TRUE,11/16/18 12:24,anonymous,EN,19,Male,,7 (very much),Democrat,,7 (very much),High school graduate,79,252
11/16/18 12:23,11/16/18 12:24,IP Address,100,89,TRUE,11/16/18 12:24,anonymous,EN,23,Male,,7 (very much),Independent,,7 (very much),Bachelors degree,10,251
11/16/18 13:31,11/16/18 13:32,IP Address,100,49,TRUE,11/16/18 13:32,anonymous,EN,28,Female,,6,Democrat,,5,Bachelors degree,92,255
