StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,DistributionChannel,UserLanguage,Q5_1,Q5_2,Q5_3,Q5_4,Q1439,Q610,Q611,Q611_5_TEXT,Q612,Q612_4_TEXT,Q613,Q1430,Q617,Q617_7_TEXT,Q619,Q620_4,1000,1,Q1555_First Click,Q1555_Last Click,Q1555_Page Submit,Q1555_Click Count,2,Q1556_First Click,Q1556_Last Click,Q1556_Page Submit,Q1556_Click Count,Q1557,Q1560_First Click,Q1560_Last Click,Q1560_Page Submit,Q1560_Click Count,4,Q1559_First Click,Q1559_Last Click,Q1559_Page Submit,Q1559_Click Count,5,Q1558_First Click,Q1558_Last Click,Q1558_Page Submit,Q1558_Click Count,1000,1,Q1550_First Click,Q1550_Last Click,Q1550_Page Submit,Q1550_Click Count,2,Q1551_First Click,Q1551_Last Click,Q1551_Page Submit,Q1551_Click Count,3,Q1552_First Click,Q1552_Last Click,Q1552_Page Submit,Q1552_Click Count,4,Q1553_First Click,Q1553_Last Click,Q1553_Page Submit,Q1553_Click Count,Q1442,Q1554_First Click,Q1554_Last Click,Q1554_Page Submit,Q1554_Click Count,Q1541,Q1542,IP_block,IP_country,first_survey,list1_party,list2_party,list3_party,list4_party,list5_party,list1,list2,list3,list4,list5,Condition
7/9/19 14:47,7/9/19 14:51,0,100,206,1,7/9/19 14:51,anonymous,EN,1,1,1,1,,23,2,-99,3,-99,4,3,4,-99,1,60,-99,5,2.118,21.34,21.355,2,5,3,10.089,10.001,2,2,1.419,2.683,2.697,2,2,3.028,3.028,3.041,1,4,3.589,3.589,3.601,1,,,,,,,,,,,,,,,,,,,,,,,,,,,ATTENTION,-99,0,United States,rectangles,democrat,democrat,democrat,republican,republican,"discussion, basic, indicated, wealth, end","barriers, glad, changes, respond, values","criminal, maintain, workers, outrageous, contribute","complete, mom, attack, recognize, duty","talked, gain, monetary, possibly, types",Democrat or by a Republican
7/9/19 14:47,7/9/19 14:51,0,100,210,1,7/9/19 14:51,anonymous,EN,1,1,1,1,,45,1,-99,3,-99,4,1,3,-99,1,70,-99,3,4.861,4.861,4.882,1,4,4.863,4.863,4.886,1,4,3.954,3.954,3.974,1,3,2.727,2.727,2.747,1,3,3.587,3.587,3.501,1,,,,,,,,,,,,,,,,,,,,,,,,,,,ATTENTION,-99,0,United States,rectangles,democrat,democrat,democrat,republican,republican,"indicated, outrageous, maintain, values, criminal","responsibility, assault, acknowledge, contribute, kinds","end, mother, financial, glad, barriers","complete, talked, conversation, fundamental, possibly","employees, answer, reforms, gain, prosperity",Democrat or by a Republican
7/9/19 14:47,7/9/19 14:51,0,100,222,1,7/9/19 14:51,anonymous,EN,1,1,1,1,,19,1,-99,3,-99,2,1,2,-99,2,100,-99,3,1.069,2.047,2.069,2,5,0.785,0.785,0.701,1,3,0.12,0.12,0.136,1,4,0.114,0.114,0.16,1,3,0,0,0.001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,ATTENTION,-99,0,United States,plurals,democrat,democrat,democrat,republican,republican,"responsibility, wealth, kinds, mother, end","respond, workers, indicated, maintain, criminal","basic, values, contribute, comprehensive, outrageous","walls, possibly, monetary, talked, attack","happy, gain, conversation, reforms, recognize",Republican or by a Democrat
7/9/19 14:48,7/9/19 14:51,0,100,229,1,7/9/19 14:51,anonymous,EN,1,1,1,1,,29,1,-99,2,-99,6,4,2,-99,1,74,-99,2,0.967,12.139,12.151,8,2,0.772,4.283,4.294,2,4,2.621,4.543,4.554,2,5,1.323,4.033,4.044,2,6,1.38,2.684,2.695,2,,,,,,,,,,,,,,,,,,,,,,,,,,,ATTENTION,n/a,0,United States,plurals,democrat,democrat,democrat,republican,republican,"glad, indicated, acknowledge, criminal, maintain","values, potentially, end, contribute, basic","spoke, financial, comprehensive, mother, kinds","conversation, excessive, prosperity, gain, reforms","employees, walls, duty, answer, attack",Republican or by a Democrat
7/9/19 14:48,7/9/19 14:51,0,100,214,1,7/9/19 14:51,anonymous,EN,1,1,1,1,,45,2,-99,1,-99,7,4,2,-99,1,63,,,,,,,,,,,,,,,,,,,,,,,,,,,-99,2,7.158,7.158,7.101,1,4,4.871,4.871,4.801,1,1,1.952,1.952,1.902,1,1,0.861,0.861,0.801,1,1,2.456,2.456,2.492,1,ATTENTION,NONE,0,United States,rectangles,republican,republican,republican,democrat,democrat,"attack, finish, fundamental, mom, preserve","complete, excessive, give, illegal, types","duty, announced, answer, principles, prosperity","potentially, changes, acknowledge, profit, discussion","workers, barriers, glad, spoke, financial",Democrat or by a Republican
7/9/19 14:48,7/9/19 14:51,0,100,221,1,7/9/19 14:51,anonymous,EN,1,1,1,1,,22,2,-99,2,-99,6,3,2,-99,1,100,-99,1,6.732,6.732,6.745,1,6,2.824,2.824,2.835,1,2,2.778,2.778,2.788,1,6,2.485,2.485,2.494,1,4,2.87,2.87,2.879,1,,,,,,,,,,,,,,,,,,,,,,,,,,,ATTENTION,-99,0,United States,plurals,democrat,democrat,democrat,republican,republican,"kinds, comprehensive, glad, values, wealth","contribute, profit, financial, assault, outrageous","maintain, end, discussion, basic, responsibility","answer, employees, illegal, walls, mom","talked, reforms, recognize, announced, possibly",Democrat or by a Republican
7/9/19 14:48,7/9/19 14:51,0,100,216,1,7/9/19 14:51,anonymous,EN,1,1,1,1,,50,1,-99,2,-99,7,6,4,-99,1,60,-99,2,4.601,4.601,4.632,1,1,5.117,5.117,5.133,1,5,4.157,4.157,4.17,1,6,1.782,1.782,1.796,1,6,2,2,2.012,1,,,,,,,,,,,,,,,,,,,,,,,,,,,ATTENTION,-99,0,United States,rectangles,democrat,democrat,democrat,republican,republican,"values, criminal, profit, workers, outrageous","wealth, basic, end, assault, responsibility","kinds, acknowledge, respond, glad, spoke","possibly, mom, monetary, complete, give","announced, preserve, walls, conversation, reforms",Republican or by a Democrat
7/9/19 14:48,7/9/19 14:52,0,100,219,1,7/9/19 14:52,anonymous,EN,1,1,1,1,,44,1,-99,2,-99,7,5,2,-99,1,59,,,,,,,,,,,,,,,,,,,,,,,,,,,-99,3,8.164,8.164,8.101,1,5,3.25,3.25,3.298,1,5,3.923,3.923,3.953,1,3,4.045,4.045,4.07,1,2,4.503,4.503,4.521,1,ATTENTION,-99,0,United States,rectangles,democrat,democrat,democrat,republican,republican,"assault, spoke, barriers, outrageous, financial","values, respond, potentially, contribute, discussion","glad, basic, wealth, mother, maintain","finish, duty, illegal, recognize, complete","gain, reforms, announced, types, employees",Republican or by a Democrat
7/9/19 14:47,7/9/19 14:52,0,100,241,1,7/9/19 14:52,anonymous,EN,1,1,1,1,,36,1,-99,3,-99,4,4,4,-99,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,-99,4,8.353,8.353,8.368,1,2,1.128,1.128,1.141,1,4,0.3,0.3,0.417,1,2,1.383,1.383,1.394,1,2,1.556,1.556,1.573,1,ATTENTION,thank you,0,United States,plurals,democrat,democrat,democrat,republican,republican,"comprehensive, mother, kinds, assault, barriers","respond, discussion, indicated, acknowledge, potentially","contribute, responsibility, end, outrageous, workers","prosperity, monetary, preserve, talked, principles","happy, fundamental, reforms, illegal, gain",Democrat or by a Republican
7/9/19 14:48,7/9/19 14:52,0,100,187,1,7/9/19 14:52,anonymous,EN,1,1,1,1,,40,2,-99,1,-99,3,3,3,-99,1,83,,,,,,,,,,,,,,,,,,,,,,,,,,,-99,3,3.795,3.795,3.821,1,3,3.755,3.755,3.79,1,3,3.387,3.387,3.304,1,2,3.42,3.42,3.458,1,5,3.251,3.251,3.288,1,ATTENTION,-99,0,United States,rectangles,republican,republican,republican,democrat,democrat,"finish, walls, principles, types, conversation","recognize, give, happy, possibly, answer","complete, illegal, duty, employees, mom","profit, financial, assault, maintain, spoke","basic, outrageous, indicated, changes, wealth",Republican or by a Democrat
7/9/19 14:48,7/9/19 14:52,0,100,247,1,7/9/19 14:52,anonymous,EN,1,1,1,1,,48,1,-99,1,-99,3,4,3,-99,1,62,-99,2,6.018,6.018,6.033,1,4,6.837,6.837,6.847,1,2,2.859,2.859,2.875,1,5,3.286,3.286,3.295,1,5,2.54,2.54,2.551,1,,,,,,,,,,,,,,,,,,,,,,,,,,,ATTENTION,-99,0,United States,plurals,republican,republican,republican,democrat,democrat,"recognize, possibly, complete, preserve, monetary","types, announced, finish, employees, walls","answer, illegal, give, talked, conversation","mother, responsibility, profit, outrageous, assault","basic, changes, glad, wealth, values",Democrat or by a Republican
7/9/19 14:47,7/9/19 14:52,0,100,259,1,7/9/19 14:52,anonymous,EN,1,1,1,1,,30,2,-99,3,-99,7,5,2,-99,2,95,,,,,,,,,,,,,,,,,,,,,,,,,,,-99,4,15.275,15.275,15.286,1,2,4.032,4.032,4.039,1,3,3.606,3.606,3.618,1,4,2.243,2.243,2.258,1,2,3.132,3.132,3.139,1,ATTENTION,ATTENTION,0,United States,rectangles,democrat,democrat,democrat,republican,republican,"comprehensive, mother, kinds, contribute, maintain","financial, changes, criminal, profit, barriers","wealth, potentially, discussion, outrageous, glad","fundamental, employees, duty, principles, announced","answer, talked, attack, recognize, finish",Republican or by a Democrat
7/9/19 14:48,7/9/19 14:52,0,100,268,1,7/9/19 14:52,anonymous,EN,1,1,1,1,,34,2,-99,3,-99,5,8,3,-99,1,71,-99,2,15.39,15.39,15.3,1,4,10.796,10.796,10.811,1,1,5.592,5.592,5.5,1,4,5.998,5.998,6.013,1,1,2.628,2.628,2.645,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes I was paying ATTENTION,-99,0,United States,plurals,democrat,democrat,democrat,republican,republican,"wealth, profit, kinds, comprehensive, responsibility","values, workers, financial, criminal, glad","outrageous, discussion, acknowledge, indicated, end","preserve, answer, fundamental, attack, walls","mom, possibly, give, reforms, talked",Republican or by a Democrat
7/9/19 14:48,7/9/19 14:52,0,100,246,1,7/9/19 14:52,anonymous,EN,1,1,1,1,,44,1,-99,2,-99,6,5,2,-99,1,54,-99,2,11.048,11.048,11.07,1,2,8.756,8.756,8.802,1,5,4.325,4.325,4.348,1,6,4.717,4.717,4.736,1,6,2.934,2.934,2.959,1,,,,,,,,,,,,,,,,,,,,,,,,,,,ATTENTION,-99,0,United States,rectangles,democrat,democrat,democrat,republican,republican,"comprehensive, criminal, spoke, workers, responsibility","discussion, values, end, wealth, glad","financial, assault, respond, contribute, maintain","possibly, types, recognize, mom, fundamental","excessive, announced, gain, walls, reforms",Republican or by a Democrat
7/9/19 14:48,7/9/19 14:52,0,100,287,1,7/9/19 14:52,anonymous,EN,1,1,1,1,,61,1,-99,3,-99,4,3,5,-99,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,-99,5,10.385,10.385,10.395,1,6,5.349,5.349,5.357,1,6,6.127,6.127,6.133,1,2,6.574,6.574,6.582,1,3,5.988,5.988,5.995,1,ATTENTION,none,0,United States,plurals,democrat,democrat,democrat,republican,republican,"respond, indicated, comprehensive, changes, workers","kinds, wealth, values, basic, barriers","outrageous, responsibility, profit, acknowledge, assault","preserve, illegal, mom, talked, monetary","finish, conversation, happy, possibly, give",Democrat or by a Republican
7/9/19 14:48,7/9/19 14:52,0,100,281,1,7/9/19 14:52,anonymous,EN,1,1,1,1,,30,2,-99,2,-99,7,6,4,-99,1,70,-99,3,23.809,23.809,23.723,1,3,4.839,4.839,4.855,1,3,8.082,8.082,8.097,1,2,5.668,5.668,5.68,1,5,4.997,4.997,5.01,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, I was paying ATTENTION",I don't like how these ATTENTION checks have been done.,0,United States,rectangles,democrat,democrat,democrat,republican,republican,"indicated, barriers, changes, responsibility, criminal","basic, respond, glad, kinds, spoke","outrageous, end, potentially, values, comprehensive","give, gain, conversation, preserve, mom","employees, prosperity, monetary, attack, recognize",Democrat or by a Republican
7/9/19 14:49,7/9/19 14:53,0,100,235,1,7/9/19 14:53,anonymous,EN,1,1,1,1,,46,1,-99,1,-99,7,3,3,-99,1,80,,,,,,,,,,,,,,,,,,,,,,,,,,,-99,3,12.586,12.586,12.6,1,3,0,0,0,0,1,2.767,2.767,2.778,1,2,5.51,5.51,5.519,1,5,3.751,3.751,3.76,1,ATTENTION,-99,0,United States,plurals,democrat,democrat,democrat,republican,republican,"discussion, assault, profit, indicated, wealth","kinds, acknowledge, end, mother, glad","values, changes, financial, criminal, comprehensive","duty, give, walls, excessive, answer","preserve, possibly, fundamental, employees, talked",Democrat or by a Republican
7/9/19 14:47,7/9/19 14:53,0,100,316,1,7/9/19 14:53,anonymous,EN,1,1,1,1,,28,2,-99,2,-99,2,5,2,-99,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,-99,4,12.576,12.576,12.599,1,5,6.278,6.278,6.295,1,3,6.222,6.222,6.239,1,2,5.205,5.205,5.222,1,3,5.135,5.135,5.151,1,Yes I was paying ATTENTION,-99,0,United States,plurals,democrat,democrat,democrat,republican,republican,"end, acknowledge, indicated, glad, barriers","changes, responsibility, workers, wealth, spoke","outrageous, assault, discussion, criminal, potentially","monetary, answer, preserve, mom, types","gain, give, fundamental, complete, principles",Republican or by a Democrat
7/9/19 14:48,7/9/19 14:53,0,100,301,1,7/9/19 14:53,anonymous,EN,1,1,1,1,,56,1,-99,2,-99,7,8,1,-99,1,85,-99,5,2.66,18.193,18.102,3,3,18.674,18.674,18.682,1,5,1.347,1.347,1.356,1,3,0.914,0.914,0.921,1,5,0.529,0.529,0.536,1,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,none,0,United States,plurals,republican,republican,republican,democrat,democrat,"mom, illegal, employees, gain, give","prosperity, preserve, principles, announced, happy","types, reforms, conversation, excessive, monetary","comprehensive, basic, acknowledge, potentially, assault","end, barriers, spoke, respond, responsibility",Democrat or by a Republican
7/9/19 14:48,7/9/19 14:53,0,100,302,1,7/9/19 14:53,anonymous,EN,1,1,1,1,,33,2,-99,1,-99,7,6,1,-99,1,95,,,,,,,,,,,,,,,,,,,,,,,,,,,-99,2,5.184,6.935,6.972,2,4,3.796,3.796,3.829,1,4,0.423,0.423,0.452,1,6,1.272,1.272,1.298,1,1,1.337,1.337,1.374,1,ATTENTION ,Great study guys,0,United States,rectangles,democrat,democrat,democrat,republican,republican,"outrageous, barriers, spoke, mother, basic","profit, comprehensive, changes, acknowledge, potentially","workers, contribute, indicated, values, criminal","monetary, types, happy, preserve, finish","answer, conversation, duty, attack, prosperity",Democrat or by a Republican
7/9/19 14:49,7/9/19 14:53,0,100,213,1,7/9/19 14:53,anonymous,EN,1,1,1,1,,27,2,-99,2,-99,4,2,1,-99,2,90,-99,2,9.768,9.768,9.774,1,5,3.185,3.185,3.192,1,2,2.62,2.62,2.626,1,2,1.47,1.47,1.478,1,5,1.896,1.896,1.801,1,,,,,,,,,,,,,,,,,,,,,,,,,,,ATTENTION,"no issues, great survey",0,United States,rectangles,republican,republican,republican,democrat,democrat,"conversation, talked, announced, principles, reforms","finish, gain, illegal, attack, happy","possibly, monetary, excessive, answer, complete","acknowledge, basic, mother, contribute, workers","wealth, responsibility, kinds, maintain, barriers",Republican or by a Democrat
