"The Federal Reserve's financial policy impacts the prices every  American pays at the grocery store; the ability of businesses to obtain  the capital necessary to create new jobs; and the value of investments  the average American relies on to provide for their families, educate  their children, and enjoy a secure retirement.","The Federal Reserve's financial policy impacts the prices every American pays at the grocery store; the ability of businesses to obtain the capital necessary to create new jobs; and the value of investments the average American relies on to provide for their families, educate their children, and enjoy a secure retirement."
,
It must finish now.,It must finish now.
,
"While the funding mechanisms are not perfect, we are moving in the  right direction and putting our Nation back on the path to prosperity.","While the funding mechanisms are not perfect, we are moving in the right direction and putting our Nation back on the path to prosperity."
,
"Perhaps, most importantly, it is a question of values.","Perhaps, most importantly, it is a question of values."
,
There  were large holes in the roof and floors; bedroom walls were buckling;  broken windows covered with tarps.,There were large holes in the roof and floors; bedroom walls were buckling; broken windows covered with tarps.
,
"I  have received a letter from one of my volunteer fire departments just a  few months ago that talked about this bill, and it said that the  provision that is hurting our firefighters could be devastating to fire  departments.","I have received a letter from one of my volunteer fire departments just a few months ago that talked about this bill, and it said that the provision that is hurting our firefighters could be devastating to fire departments."
,
"Second, the resolution violates separation of powers principles by  inappropriately having courts address political questions that are left  to the other branches to decided.","Second, the resolution violates separation of powers principles by inappropriately having courts address political questions that are left to the other branches to decided."
,
"Right now, many for-gain colleges are engaged in the same sorts of  predatory lending schemes that we saw in the housing market.","Right now, many for-gain colleges are engaged in the same sorts of predatory lending schemes that we saw in the housing market."
,
We hear the concerns  of so many families who have monetary instability and uncertainty.,We hear the concerns of so many families who have monetary instability and uncertainty.
,
"If anything, we should raise thebar for  Trump, not make exceptions just because we are happy he didn't go with  someone like Flynn.","If anything, we should raise the bar for Trump, not make exceptions just because we are happy he didn't go with someone like Flynn."
,
I am happy to present this piece of legislation as part of a  comprehensive response to the Gold King spill and am happy that it comes  less than 1 year from the anniversary of that disaster.,I am happy to present this piece of legislation as part of a comprehensive response to the Gold King spill and am happy that it comes less than 1 year from the anniversary of that disaster.
,
We  have seen the Trump administration planning a full scale assault on the  most marginalized community in our society.,We have seen the Trump administration planning a full scale assault on the most marginalized community in our society.
,
"We are not going to allow $100 billion to $150 billion to go to you  while you continue to say ``death to America''; you continue to have  ballistic missile tests; you continue to have joint operations, in  violation of our deal, with Russia and Syria; you continue in open  violation of international travel bans; you continue to assault us or  have cyber assaults from your country; and you continue to stir up  violence against the United States.","We are not going to allow $100 billion to $150 billion to go to you while you continue to say ""death to America''; you continue to have ballistic missile tests; you continue to have joint operations, in violation of our deal with Russia and Syria; you continue in open violation of international travel bans; you continue to assault us or have cyber assaults from your country; and you continue to stir up violence against the United States."
,
The EPA's WOTUS rule is excessive and burdensome because they  disregarded the role of the States in crafting waterway regulations.,The EPA's WOTUS rule is excessive and burdensome because they disregarded the role of the States in crafting waterway regulations.
,
"I  met and was with some moderate Muslims in Nigeria who understand how  appalling and outrageous this activity is, but it is time moderate  Muslims around the world actually stood up to the radical Islam that is  doing so much damage in this world and is purveying so much evil.","I  met and was with some moderate Muslims in Nigeria who understand how appalling and outrageous this activity is, but it is time moderate Muslims around the world actually stood up to the radical Islam that is doing so much damage in this world and is purveying so much evil."
,
"I am very pleased that the authors of this resolution adopted the  principles of our bipartisan legislation introduced earlier this year  with Mr. Steve Chabot, and like the Crimea Annexation Non-recognition  Act, which is H. Res. 726, formerly and utterly rejects Russian  sovereignty over Crimea and calls on our allies to do the same.","I am very pleased that the authors of this resolution adopted the principles of our bipartisan legislation introduced earlier this year with Mr. Steve Chabot, and like the Crimea Annexation Non-recognition Act, which is H. Res. 726, formally and utterly rejects Russian sovereignty over Crimea and calls on our allies to do the same."
,
Women no longer have to share the cost of critical and potentially  lifesaving preventive services such as mammograms and colonoscopies.,Women no longer have to share the cost of critical and potentially lifesaving preventive services such as mammograms and colonoscopies.
,
What has caused this sudden outbreak of  fear?,What has caused this sudden outbreak of fear?
,
Public and  private employers and workers tell me that the tax will cost jobs and  incomes across New Hampshire as they cope with higher taxes and  premiums.,Public and private employers and workers tell me that the tax will cost jobs and incomes across New Hampshire as they cope with higher taxes and premiums.
,
"In fact, he is interested,  because I know him and know him well, in doing the things which are  under the charge that we at the Rules Committee and that this House  today, I believe, will give him, that he will well and faithfully  discharge those duties that have been given to him as the chairman of  this select committee.","In fact, he is interested, because I know him and know him well, in doing the things which are under the charge that we at the Rules Committee and that this House today, I believe, will give him, that he will well and faithfully discharge those duties that have been given to him as the chairman of this select committee."
,
The addition of this language is important because we do not want to  create the impression that Congress values expediency and cost-cutting  over fairness.,The addition of this language is important because we do not want to create the impression that Congress values expediency and cost-cutting over fairness.
,
It is for those  who found the Solyndra default to be excessive.,It is for those who found the Solyndra default to be excessive.
,
"Mr. Speaker, we are in a place in history here where I am glad to see  that the Trump administration understands what needs to happen in Cuba.","Mr. Speaker, we are in a place in history here where I am glad to see that the Trump administration understands what needs to happen in Cuba."
,
We were told that my wife was uninsurable for 10 years       because she had been treated for depression a few years ago       when our daughter was diagnosed with cerebral palsy and we       were told she would require spinal cord surgery to potentially       walk.,"We were told that my wife was uninsurable for 10 years because she had been treated for depression a few years ago, when our daughter was diagnosed with cerebral palsy and we were told she would require spinal cord surgery to potentially       walk."
,
"Why are we richer than ever before, but  unable to invest in fundamental priorities?","Why are we richer than ever before, but unable to invest in fundamental priorities?"
,
"Instead of  distinguishing between winners and losers and sowing division where it  need not exist, we must acknowledge our shared goals and values with  our allies around the world, because our commitment to democracy and  diplomacy is what has always made our Nation great.","Instead of distinguishing between winners and losers and sowing division where it need not exist, we must acknowledge our shared goals and values with our allies around the world, because our commitment to democracy and diplomacy is what has always made our Nation great."
,
"Tonight, in light of the horrific fearist attack in Paris and the  escalating violence in Israel, as we stand to express our solidarity  with our friends and allies affected by violent and extreme acts of  fear, we must also be thinking about what we as Americans can do to  defeat--not contain--but eliminate radical jihadists and fearists who  are hell-bent on undermining the U.S., our allies, and our way of life.",X  
,
So Tom Osborne then got up and talked about Joe Paterno and his  respect for him.,So Tom Osborne then got up and talked about Joe Paterno and his respect for him.
,
"The fact is that that committee has a responsibility  that must be accomplished, and that is fund government enterprises,  fund the dollars that we, through programs that this Congress and  previous Congresses have adopted, fund those objectives we think are  important for this country.","The fact is that that committee has a responsibility that must be accomplished, and that is fund government enterprises, fund the dollars that we, through programs that this Congress and previous Congresses have adopted, fund those objectives we think are important for this country."
,
He turned his prosperity--or his financial reward into great prosperity.,He turned his prosperity--or his financial reward into great prosperity.
,
"This insane idea that somehow there is an endless amount of money to  be thrown around the world for whatever reason possible and knowing  that, really, the Paris protocol is nothing more than a discussion  taking place in Paris.","This insane idea that somehow there is an endless amount of money to be thrown around the world for whatever reason possible and knowing that, really, the Paris protocol is nothing more than a discussion taking place in Paris."
,
Women no longer have to share the cost of critical and possibly  lifesaving preventive services such as mammograms and colonoscopies.,Women no longer have to share the cost of critical and possibly lifesaving preventive services such as mammograms and colonoscopies.
,
"This is an extremely critical case, and I  couldn't tell which judge asked the questions, but when the Supreme  Court is, in effect, expressing concern through their questions that a  corporation, a for-profit corporation, could not possibly have firmly  held religious beliefs, then it occurred to me, for Heaven's sake, this  Justice Department doesn't seem to have a problem indicting  corporations.","This is an extremely critical case, and I couldn't tell which judge asked the questions, but when the Supreme Court is, in effect, expressing concern through their questions that a corporation, a for-profit corporation, could not possibly have firmly  held religious beliefs, then it occurred to me, for Heaven's sake, this Justice Department doesn't seem to have a problem indicting corporations."
,
"We recognize this may not be the       intent of the drafters, but nonetheless it        is our concern.","We recognize this may not be the intent of the drafters, but nonetheless it is our concern."
,
"Second, the resolution violates separation of powers values by  inappropriately having courts address political questions that are left  to the other branches to decided.","Second, the resolution violates separation of powers values by inappropriately having courts address political questions that are left to the other branches to decided."
,
"It's been interesting to see how, literally, every denomination, every  faith group, has come together and said that we must have comprehensive  immigration reform because of the principles that they have, as religious  people and religious groups, but also, more importantly, the religious  principles that we share as Americans.","It's been interesting to see how, literally, every denomination, every faith group, has come together and said that we must have comprehensive immigration reform because of the principles that they have, as religious people and religious groups, but also, more importantly, the religious principles that we share as Americans."
,
"Thus, the promotion of  religious liberty is not an isolated human rights concern, but a  basic component of our national security.","Thus, the promotion of religious liberty is not an isolated human rights concern, but a basic component of our national security."
,
"The President-elect has spoke about getting rid of DACA early on,  perhaps on the first day in office.","The President-elect has spoken about getting rid of DACA early on, perhaps on the first day in office."
,
I think that you have identified a subject matter that is important for discussion before the American people as a result of this argument that we have heard related to the need to pass unemployment benefits only if a pay-for or an offset or a host of programs on the GOP wish list is passed simultaneously to our trying to provide some measure of relief to unemployed Americans.,I think that you have identified a subject matter that is important for discussion before the American people as a result of this argument that we have heard related to the need to pass unemployment benefits only if a pay-for or an offset or a host of programs on the GOP wish list is passed simultaneously to our trying to provide some measure of relief to unemployed Americans.
,
"To give you an example, after Irma, Roy Schneider Medical Center, the  only hospital on the island of St. Thomas, was partially destroyed, its  roof ripped off, its walls caved in, windows blown out.","To give you an example, after Irma, Roy Schneider Medical Center, the only hospital on the island of St. Thomas, was partially destroyed, its roof ripped off, its walls caved in, windows blown out."
,
"At issue are two solemn and deeply-rooted values: one, the right  of Indian tribes to possess as distinct independent political  communities retaining their original rights in matters of local self- government; and, two, the rights of workers to organize, bargain  collectively, and engage in concerted activities for their mutual aid  and protection.","At issue are two solemn and deeply-rooted values: one, the right of Indian tribes to possess as distinct independent political communities retaining their original rights in matters of local self-government; and, two, the rights of workers to organize, bargain collectively, and engage in concerted activities for their mutual aid and protection."
,
"When I ask foster youth what policymakers could do to make child  welfare better, they almost always say: You could have helped my mother  and dad.","When I ask foster youth what policymakers could do to make child welfare better, they almost always say: You could have helped my mother and dad."
,
"The bill itself, H.R. 3043, contains essential permitting and  licensing changes to ensure that renewable hydropower remains an  important part of our all-of-the-above approach to energy, something  that many of us on both sides of the aisle support.","The bill itself, H.R. 3043, contains essential permitting and licensing changes to ensure that renewable hydropower remains an important part of our all-of-the-above approach to energy, something that many of us on both sides of the aisle support."
,
"The President's budget undermines and cuts the crucial investments we  have made in our cities and our neighborhoods, neighborhoods that we  all come from, neighborhoods where we all recognize the importance of  these communities.","The President's budget undermines and cuts the crucial investments we have made in our cities and our neighborhoods, neighborhoods that we all come from, neighborhoods where we all recognize the importance of these communities."
,
"The committee is  confident that GAO, a nonpartisan portion of the legislative branch,  will continue to vigorously preserve confidentiality regarding  information it obtains.","The committee is confident that GAO, a nonpartisan portion of the legislative branch, will continue to vigorously preserve confidentiality regarding information it obtains."
,
"You are going to  find out what we owe, what we are going to owe, what we have promised  is greater than the current wealth of the entire world--every asset in  the world.","You are going to find out what we owe, what we are going to owe; what we have promised  is greater than the current wealth of the entire world--every asset in the world."
,
"``We're seeing beyond the normal damage,'' said Steve       Eisenhauer, a regional director with the Natural Lands Trust,       which has a        7,000-acre maintain in the area ``We see the problems getting       worse.''","""We're seeing beyond the normal damage,'' said Steve Eisenhauer, a regional director with the Natural Lands Trust, which has a 7,000-acre maintain in the area ""We see the problems getting worse.''"
,
"Helium can be used in the  missile technology utilized by Iran, Syria, and North Korea, putting  millions of lives at risk in the Middle East, on the Korean Peninsula,  and potentially around the world.","Helium can be used in the missile technology utilized by Iran, Syria, and North Korea, putting millions of lives at risk in the Middle East, on the Korean Peninsula, and potentially around the world."
,
"As we indicate, the President supports the underlying legislation and  the gentleman indicated that he may be looking for some amendments to  the bill, but I would assume quite candidly he would not be looking for  this amendment.","As we indicate, the President supports the underlying legislation and the gentleman indicated that he may be looking for some amendments to the bill, but I would assume quite candidly he would not be looking for this amendment."
,
" Mr. Chairman, again, I would say that, based on the  direction from the CNO and his directives of how the Navy is looking to  reorganize itself to make sure that it has the ability to preserve  maritime superiority--this came out just 5 months ago--to me, it makes  perfect sense for us to be able to do that.","Mr. Chairman, again, I would say that, based on the direction from the CNO and his directives of how the Navy is looking to reorganize itself to make sure that it has the ability to preserve maritime superiority--this came out just 5 months ago--to me, it makes perfect sense for us to be able to do that."
,
I will welcome her if that  trip occurs and will try to contribute her the hospitality that she gave me  when I visited her great nation last month.,I will welcome her if that trip occurs and will try to contribute to her the hospitality that she gave me when I visited her great nation last month.
,
"We Nebraskans rightly pride  ourselves on the values of hard work, on the values of community life,  on the proper value of the good stewardship of our precious resources.","We Nebraskans rightly pride ourselves on the values of hard work, on the values of community life, on the proper value of the good stewardship of our precious resources."
,
" yesterday, Chairman Paul Ryan held a  hearing on poverty--a timely and necessary discussion.","Yesterday, Chairman Paul Ryan held a hearing on poverty--a timely and necessary discussion."
,
"The President-elect has talked about getting rid of DACA early on,  perhaps on the first day in office.","The President-elect has talked about getting rid of DACA early on, perhaps on the first day in office."
,
The  reforms that we're proposing today cut only 4 percent over the next 10  years.,The reforms that we're proposing today cut only 4 percent over the next 10  years.
,
He had a lifelong love of public spaces and actively worked to  preserve parkland.,He had a lifelong love of public spaces and actively worked to preserve parkland.
,
"In a hearing in the Committee on Natural Resources, one of our  witnesses was a rancher from my home State of Colorado, who eloquently  spoke about how the old system was not working and how this desperately  needed new system had worked well in its limited implementation.","In a hearing in the Committee on Natural Resources, one of our witnesses was a rancher from my home State of Colorado, who eloquently spoke about how the old system was not working and how this desperately needed new system had worked well in its limited implementation."
,
"Not only  do those activities provide our constituents with enjoyable hobbies and  pastimes, they also give to our communities by creating and  supporting diverse jobs in every congressional district.","Not only do those activities provide our constituents with enjoyable hobbies and pastimes, they also give to our communities by creating and supporting diverse jobs in every congressional district."
,
"And again, our former Ambassador yesterday said: This is  a long war, and Nigeria needs to understand, and everyone who supports  Nigeria, that it is not going to just finish with one fell swoop.","And again, our former Ambassador yesterday said: This is a long war, and Nigeria needs to understand, and everyone who supports Nigeria, that it is not going to just finish with one fell swoop."
,
"I want to recognize former USAID Administrator Rajiv Shah, who did  tremendous work at USAID helping build the Lab into a world-class  center of innovation, working toward new solutions to extreme poverty.","I want to recognize former USAID Administrator Rajiv Shah, who did tremendous work at USAID helping build the Lab into a world-class center of innovation, working toward new solutions to extreme poverty."
,
"I know firsthand the importance of an organization like the  Department of Veterans Affairs, tasked with providing complete  medical care for so many veterans and for having sufficient staff on  hand to do that, and too many VA facilities around the country don't  have sufficient staff.","I know firsthand the importance of an organization like the Department of Veterans Affairs, tasked with providing complete medical care for so many veterans and for having sufficient staff on hand to do that, and too many VA facilities around the country don't have sufficient staff."
,
"Our amendment is a modest, bipartisan proposal that reins in the most  excessive government salaries by revising the cap to a set level of  $230,700--or the salary of the Vice President of the United States.","Our amendment is a modest, bipartisan proposal that reins in the most excessive government salaries by revising the cap to a set level of $230,700--or the salary of the Vice President of the United States."
,
The fundamental goal of this law was to discourage development along  fragile and shifting coastal walls by prohibiting participation  within the National Flood Insurance Program and to deny certain Federal  development subsidies.,The fundamental goal of this law was to discourage development along fragile and shifting coastal walls by prohibiting participation within the National Flood Insurance Program and to deny certain Federal development subsidies.
,
Drug  traffickers simply avoid any conversation of the destination of the drug  shipments.,Drug  traffickers simply avoid any conversation of the destination of the drug shipments.
,
Some people have asked a question that I don't have a  really good respond for.,Some people have asked a question that I don't have a really good response for.
,
The sole  mission of the Principal Director of the Office of Detainee Policy is  to finish detainee operations at Guantanamo Bay.,The sole mission of the Principal Director of the Office of Detainee Policy is to finish detainee operations at Guantanamo Bay.
,
This bill is an attack on workers.,This bill is an attack on workers.
,
"Mr. Speaker, the Enhancing Detection of Human Trafficking Act  supports current efforts to combat human trafficking by providing the  Department of Labor the tools and resources it needs to identify and  properly respond to human rights abuses.","Mr. Speaker, the Enhancing Detection of Human Trafficking Act supports current efforts to combat human trafficking by providing the Department of Labor the tools and resources it needs to identify and properly respond to human rights abuses."
,
" equality, justice, and opportunity for all  cannot coexist in a society where bigotry, misogyny, anti-Semitism, and  other kinds of hatred are accepted or even encouraged.","Equality, justice, and opportunity for all cannot coexist in a society where bigotry, misogyny, anti-Semitism, and other kinds of hatred are accepted or even encouraged."
,
This  abdication of responsibility has not been seen since the Harding  Administration.,This abdication of responsibility has not been seen since the Harding Administration.
,
"Mr. Speaker, I want to respond to my colleague from Colorado who has  raised some concerns about the issue of hydraulic fracturing.","Mr. Speaker, I want to respond to my colleague from Colorado who has raised some concerns about the issue of hydraulic fracturing."
,
"On the last night we were in Israel, one of the last nights, as we  finished dinner at a restaurant on the Sea of Galilee, the owner of the  restaurant took the microphone and indicated that Members of the  American Congress were here to stop this bad Iran deal.","On the last night we were in Israel, one of the last nights, as we finished dinner at a restaurant on the Sea of Galilee, the owner of the restaurant took the microphone and indicated that Members of the American Congress were here to stop this bad Iran deal."
,
"Over the last 25 years, I and a small band of ``just refuse to go  along and get along'' kinds here in Congress have engaged in a constant  fight to maintain the intellectual property of American inventors.","Over the last 25 years, I and a small band of ""just refuse to go along and get along'' kinds here in Congress have engaged in a constant fight to maintain the intellectual property of American inventors."
,
"That bill set up what amounts to a new entitlement program  for these four States, which will result in a massive transfer of  prosperity from the Federal Government.","That bill set up what amounts to a new entitlement program for these four States, which will result in a massive transfer of prosperity from the Federal Government."
,
I have held the hand of a mother separated from her       children in Chicago and listened to a father deported away       from his children in North Dakota.,I have held the hand of a mother separated from her children in Chicago and listened to a father deported away from his children in North Dakota.
,
"With this legislation, we contribute  money to solving some of our national debt.","With this legislation, we contribute money to solving some of our national debt."
,
Individuals who are       granted DACA 2012 receive a two-year period in deferred       action and also gain eligibility to apply for employment       authorization.,Individuals who are granted DACA 2012 receive a two-year period in deferred action and also gain eligibility to apply for employment authorization.
,
"I am, again, very happy to have  been working closely with him on this legislation in a bipartisan  fashion.","I am, again, very happy to have been working closely with him on this legislation in a bipartisan fashion."
,
``We've focused       on the home heating season because this is when we can make       behavioral reforms to improve our air quality.,We've focused on the home heating season because this is when we can make behavioral reforms to improve our air quality.
,
"Members of the Prayer Caucus came here and stood, and  because of that it's now written and engraved in the barriers over there.","Members of the Prayer Caucus came here and stood, and because of that it's now written and engraved in the barriers over there."
,
We hope that they will end their business by  September--I mean January 18.,We hope that they will end their business by September--I mean January 18.
,
"I traveled to Haiti on any number of occasions, visiting those who  are incarcerated in jails, and even after the earthquake, to find  individuals who were suffering and had been incarcerated and seeing  people who had lost their place to live, children who were out of  school, and resources that were looking to be directed but potentially,  Mr. Speaker, not being directed as they should.","I traveled to Haiti on any number of occasions, visiting those who are incarcerated in jails, and even after the earthquake, to find individuals who were suffering and had been incarcerated and seeing people who had lost their place to live, children who were out of school, and resources that were looking to be directed but potentially, Mr. Speaker, not being directed as they should."
,
"I  met and was with some moderate Muslims in Nigeria who understand how  appalling and excessive this activity is, but it is time moderate  Muslims around the world actually stood up to the radical Islam that is  doing so much damage in this world and is purveying so much evil.","I  met and was with some moderate Muslims in Nigeria who understand how appalling and excessive this activity is, but it is time moderate Muslims around the world actually stood up to the radical Islam that is doing so much damage in this world and is purveying so much evil."
,
"It says to  the people who help us draft legislation, who answer the phones in our  offices, and who respond to constituent mail, who help a veteran get  his benefits or a high school student apply to the military academies  that, unlike every other Federal employee, their employer will not  contribute a share toward their health insurance.","It says to the people who help us draft legislation, who answer the phones in our offices, and who respond to constituent mail, who help a veteran get his benefits or a high school student apply to the military academies that, unlike every other Federal employee, their employer will not contribute a share toward their health insurance."
,
"The bill itself, H.R. 3043, contains essential permitting and  licensing reforms to ensure that renewable hydropower remains an  important part of our all-of-the-above approach to energy, something  that many of us on both sides of the aisle support.","The bill itself, H.R. 3043, contains essential permitting and licensing reforms to ensure that renewable hydropower remains an important part of our all-of-the-above approach to energy, something that many of us on both sides of the aisle support."
,
"Mr. Speaker, H.R. 115 is extremely deadly because it will undoubtedly  give to the continuation of well-documented and pervasive racial  disparities in the imposition of the death penalty.","Mr. Speaker, H.R. 115 is extremely deadly because it will undoubtedly give to the continuation of well-documented and pervasive racial disparities in the imposition of the death penalty."
,
"If  you turn that into a high-performing school, you'll add more value than  anything else you could potentially do.","If you turn that into a high-performing school, you'll add more value than anything else you could potentially do."
,
"It's  a path to prosperity, and I urge my colleagues to support it.","It's a path to prosperity, and I urge my colleagues to support it."
,
Breastfeeding has proven to have numerous health       benefits for both mom and child.,Breastfeeding has proven to have numerous health benefits for both mom and child.
,
"I spoke about the $200,00 for this  one homeowner, not including the other businessowners and others that  are affected by this disaster.","I spoke about the $200,00 for this one homeowner, not including the other businessowners and others that are affected by this disaster."
,
"We can enact better efficiency standards to make  the resources we do have last longer, and we can end the billions of  dollars in giveaways for Big Oil and finally level the playing field  for all kinds of energy technology.","We can enact better efficiency standards to make the resources we do have last longer, and we can end the billions of dollars in giveaways for Big Oil and finally level the playing field for all kinds of energy technology."
,
"Higher expensing limits will encourage businesses to invest in new  computers, tractors, and other types of business equipment and grow.","Higher expensing limits will encourage businesses to invest in new computers, tractors, and other types of business equipment and grow."
,
President Obama announced one of the largest extraconstitutional  power grabs ever by a Chief Executive.,President Obama announced one of the largest extraconstitutional power grabs ever by a Chief Executive.
,
"In other words, they have got to stand up to the criminal syndicates in  some of these countries.","In other words, they have got to stand up to the criminal syndicates in some of these countries."
,
"This is important because without accurate  feedback, CMS could inadvertently move forward with a proposed change  to the Medicare Advantage program that might negatively impact those  seniors--again, like my mother and dad--who depend on these plans for  access to their providers, to their doctors.","This is important because without accurate feedback, CMS could inadvertently move forward with a proposed change to the Medicare Advantage program that might negatively impact those seniors--again, like my mother and dad--who depend on these plans for access to their providers, to their doctors."
,
"There is more left to be done, more to do, and our reform efforts  will not be complete or comprehensive until we make real investments in  our mental health system.","There is more left to be done, more to do, and our reform efforts will not be complete or comprehensive until we make real investments in  our mental health system."
,
"In every instance, the House of Representatives has fought to  preserve these rights, but this serves to remind us that the struggle  for freedom is never over, that we must always remain vigilant, and  that freedom is but one generation from extinction.","In every instance, the House of Representatives has fought to preserve these rights, but this serves to remind us that the struggle for freedom is never over, that we must always remain vigilant, and that freedom is but one generation from extinction."
,
"My friends, I understand we have a basic disagreement about how  this country ought to be run, and I am glad that we have that debate  here in this Chamber.","My friends, I understand we have a basic disagreement about how this country ought to be run, and I am glad that we have that debate here in this Chamber."
,
The fundamental goal of this law was to discourage development along  fragile and shifting coastal barriers by prohibiting participation  within the National Flood Insurance Program and to deny certain Federal  development subsidies.,The fundamental goal of this law was to discourage development along fragile and shifting coastal barriers by prohibiting participation within the National Flood Insurance Program and to deny certain Federal development subsidies.
,
"We have talked about criminal justice reform, economics,  unemployment, underemployment, incarceration, voting rights, felon  disenfranchisement, and health disparities, and those are just a few of  the issues that we have tackled this year.","We have talked about criminal justice reform, economics, unemployment, underemployment, incarceration, voting rights, felon disenfranchisement, and health disparities, and those are just a few of the issues that we have tackled this year."
,
I believe the greatest opportunity we have here is to include efforts  to move our Nation toward a greener economy as part of a complete  infrastructure bill.,I believe the greatest opportunity we have here is to include efforts to move our Nation toward a greener economy as part of a complete infrastructure bill.
,
"This debate, purely and simply, is about fiscal duty, about  taking one tax provision and making it permanent without paying one  dime for it.","This debate, purely and simply, is about fiscal duty, about taking one tax provision and making it permanent without paying one dime for it."
,
Including  these types of spending floors and mandates in bill language limits the  Department's flexibility to answer decisively to immigration  challenges and is likely to waste taxpayer dollars for no good reason.,Including these types of spending floors and mandates in bill language limits the Department's flexibility to answer decisively to immigration challenges and is likely to waste taxpayer dollars for no good reason.
,
We have one of the lowest percentages of workers who are  earning at or below the federal minimum wage.,We have one of the lowest percentages of workers who are earning at or below the federal minimum wage.
,
I don't know whether the gentleman  wants to answer at all.,I don't know whether the gentleman wants to answer at all.
,
"Instead of deregulating for-gain colleges, we should be working to  ensure that these institutions are fulfilling their obligations to  their students.","Instead of deregulating for-gain colleges, we should be working to ensure that these institutions are fulfilling their obligations to their students."
,
Dr. Schwartz had a  considerable impact on how academics and others think about monetary  policy.,Dr. Schwartz had a considerable impact on how academics and others think about monetary policy.
,
The Working Families Flexibility Act will allow small businesses to  offer their workers a new benefit.,The Working Families Flexibility Act will allow small businesses to offer their workers a new benefit.
,
"We are not going to allow $100 billion to $150 billion to go to you  while you continue to say ``death to America''; you continue to have  ballistic missile tests; you continue to have joint operations, in  violation of our deal, with Russia and Syria; you continue in open  violation of international travel bans; you continue to attack us or  have cyber attacks from your country; and you continue to stir up  violence against the United States.","We are not going to allow $100 billion to $150 billion to go to you while you continue to say ""death to America''; you continue to have ballistic missile tests, you continue to have joint operations, in violation of our deal, with Russia and Syria, you continue in open violation of international travel bans, you continue to attack us or have cyber attacks from your country, and you continue to stir up violence against the United States."
,
"This asks:         Have you conducted or will you conduct rallies or       exhibitions for or against any public policies, legislation,       public officers, political candidates, or like kinds?","This asks: Have you conducted or will you conduct rallies or exhibitions for or against any public policies, legislation, public officers, political candidates, or like kinds?"
,
"Last night in the Rules Committee, I offered an amendment to strike a  measure from page 1,599 of this 1,603-page spending bill that would  have this Congress march hand in hand with the Supreme Court's Citizens  United and McCutchen to allow America's wealthiest donors to contribute $5  million every election cycle to candidates, political parties, and  their committees.","Last night in the Rules Committee, I offered an amendment to strike a measure from page 1,599 of this 1,603-page spending bill that would have this Congress march hand in hand with the Supreme Court's Citizens United and McCutchen to allow America's wealthiest donors to contribute $5 million every election cycle to candidates, political parties, and their committees."
